F1,Danceability,Energy,Loudness,Liveness,Valence,Views,Likes,Stream
10544,0.654,0.637,-6.875,0.108,0.488,8890737,21186,20342161
10545,0.687,0.83,-4.956,0.102,0.632,1633614,9020,13361128
10546,0.942,0.892,-6.363,0.264,0.595,22399669,243199,51734340
10547,0.775,0.793,-4.443,0.181,0.35,3624742,56349,2296711
10548,0.756,0.777,-5.1,0.329,0.654,4972,65,7306930
10549,0.764,0.661,-7.272,0.323,0.461,482630,12271,2090984
10550,0.563,0.885,-3.183,0.441,0.364,4628745,64656,20721283
10551,0.582,0.739,-6.197,0.306,0.357,219731,3563,9455666
10553,0.533,0.873,-2.002,0.334,0.594,441196,4000,2188661
10554,0.465,0.92,-3.666,0.401,0.681,410447,20545,3229072
10555,0.422,0.817,-6.949,0.127,0.302,34145,1177,110934
10556,0.632,0.786,-7.431,0.337,0.522,55869728,305644,46035834
10557,0.574,0.793,-6.219,0.11,0.544,2544754,14790,28047277
10558,0.817,0.667,-7.16,0.0496,0.642,26255450,147334,8073461
10559,0.433,0.882,-6.265,0.19,0.514,17442611,116550,41896192
10560,0.558,0.705,-4.812,0.0787,0.551,2505047,15526,24275449
10561,0.673,0.681,-7.869,0.178,0.131,1015742,38576,1868645
10562,0.559,0.816,-6.079,0.217,0.169,12515703,116836,17884427
10563,0.575,0.803,-5.717,0.18,0.752,1778927,13728,16411274
10564,0.655,0.845,-6.915,0.182,0.676,27464535,107921,17575176
10565,0.758,0.725,-4.88,0.141,0.705,22353171,254675,26715132
10566,0.845,0.843,-3.543,0.0997,0.846,4654271,16216,3036811
10567,0.808,0.796,-3.169,0.155,0.799,337326632,2447198,177825215
10568,0.632,0.875,-2.23,0.576,0.958,173381,1966,8231856
10569,0.767,0.895,-2.608,0.142,0.961,71640316,457873,43100251
10570,0.571,0.941,-6.712,0.299,0.969,265540593,1215547,104529931
10571,0.76,0.903,-3.023,0.0982,0.941,25712,594,534574
10572,0.745,0.849,-2.793,0.163,0.962,7048143,89474,10817532
10573,0.631,0.918,-4.764,0.337,0.943,327373942,1742991,42995424
10574,0.642,0.874,-3.162,0.0821,0.829,81640298,362675,53125549
10575,0.757,0.743,-7.146,0.0842,0.645,1012364,9819,5711512
10576,0.734,0.676,-0.007,0.0646,0.774,91365348,437777,89623699
10577,0.576,0.563,-2.819,0.144,0.485,141294502,420613,73708817
10578,0.888,0.741,0.522,0.0533,0.968,4976974,6740,25302700
10579,0.664,0.498,-4.555,0.089,0.966,141294502,420613,74838661
10580,0.676,0.504,-3.905,0.276,0.75,277779,1140,20364403
10581,0.69,0.571,-1.9,0.321,0.867,9438534,38312,11966138
10582,0.638,0.588,-2.282,0.31,0.904,80604324,298729,39598848
10583,0.69,0.577,-4.015,0.0462,0.969,33976309,81263,30652283
10584,0.638,0.487,-4.628,0.0534,0.945,82522,1040,15673672
10585,0.698,0.661,-2.667,0.172,0.784,33673094,101530,14375567
10586,0.897,0.662,-6.903,0.534,0.389,85768264,1170643,1131137257
10587,0.773,0.422,-4.572,0.129,0.488,28573552,437307,269989884
10588,0.837,0.58,-6.932,0.699,0.262,1229516,31259,27170562
10589,0.8,0.658,-6.142,0.111,0.462,188679878,2671696,1142825569
10590,0.828,0.591,-6.217,0.361,0.202,185693,1809,125249056
10591,0.952,0.478,-8.52,0.112,0.568,13337686,277933,172270149
10592,0.761,0.41,-10.149,0.135,0.28,855645,55687,4972667
10593,0.793,0.308,-10.414,0.0953,0.46,2080025,82663,103054042
10594,0.795,0.526,-9.086,0.134,0.194,53613808,495385,92342638
10595,0.825,0.458,-7.47,0.102,0.161,35342541,441124,320208901
10596,0.586,0.562,-7.399,0.063,0.436,97850180,1136330,78428787
10597,0.577,0.574,-6.525,0.1,0.436,405012438,5394988,237685270
10598,0.817,0.738,-7.639,0.331,0.616,879995,5781,22899885
10599,0.483,0.468,-7.642,0.152,0.319,269306429,2757186,196665486
10600,0.534,0.481,-9.016,0.142,0.293,878659546,6735449,141640304
10601,0.562,0.519,-8.744,0.172,0.415,10948171,231570,197893502
10602,0.539,0.729,-7.588,0.128,0.435,84219485,923131,60032339
10603,0.657,0.581,-8.108,0.116,0.323,106203970,457901,74341580
10604,0.4,0.366,-8.598,0.102,0.508,30652376,275881,50627569
10605,0.57,0.55,-8.343,0.0921,0.435,189710918,1265017,114548526
10606,0.338,0.34,-12.049,0.116,0.197,93106178,903263,784067661
10607,0.564,0.932,-10.068,0.349,0.619,104050044,690451,556875980
10608,0.412,0.902,-11.6,0.405,0.422,191739313,1279092,493245427
10609,0.437,0.864,-7.842,0.242,0.749,36014219,384995,297595067
10610,0.317,0.887,-7.292,0.0891,0.871,7734530,74166,201606097
10611,0.468,0.607,-11.367,0.225,0.886,9297441,91604,261239750
10612,0.476,0.717,-9.192,0.0818,0.753,3708537,47899,238911403
10613,0.483,0.615,-8.538,0.0512,0.594,130981397,721543,250248895
10614,0.503,0.265,-15.913,0.0867,0.522,6797713,68325,176187775
10615,0.306,0.398,-12.767,0.0756,0.0948,1904330,28136,64374496
10616,0.422,0.264,-7.064,0.132,0.331,2242022292,12415009,1944651744
10617,0.364,0.62,-6.638,0.429,0.491,2242022292,12415009,45733137
10618,0.628,0.476,-4.947,0.121,0.336,2400484,77912,14624071
10619,0.42,0.725,-4.262,0.18,0.186,18327018,314776,29746664
10620,0.545,0.587,-4.842,0.224,0.359,4094062,68074,12011062
10621,0.524,0.739,-6.681,0.0636,0.48,43259445,137097,23472086
10622,0.476,0.686,-5.019,0.0997,0.243,127075249,1229504,108429302
10623,0.567,0.828,-4.513,0.0928,0.845,2054540,10171,40228986
10624,0.497,0.856,-6.257,0.159,0.597,1219630,14838,64648280
10625,0.489,0.54,-7.046,0.103,0.27,294402677,2966399,234189055
10626,0.352,0.911,-5.23,0.0995,0.236,507699787,2622357,1646743223
10627,0.497,0.97,-4.851,0.101,0.689,202235570,1116572,578122090
10628,0.467,0.988,-3.313,0.28,0.321,151530738,644246,479475495
10629,0.557,0.8,-8.477,0.0906,0.582,169015765,708628,431311658
10630,0.539,0.702,-7.291,0.117,0.206,76445924,298396,274617049
10631,0.543,0.917,-3.391,0.104,0.329,125846811,446238,202268400
10632,0.346,0.965,-4.255,0.214,0.384,16918307,124217,135594576
10633,0.634,0.872,-4.826,0.115,0.48,2282381,39994,14894581
10634,0.51,0.802,-4.903,0.109,0.24,121033338,569741,116894043
10635,0.606,0.942,-2.598,0.0709,0.519,55173739,370849,156386626
10636,0.765,0.556,-6.417,0.0824,0.274,26638949,184345,351496820
10637,0.603,0.615,-4.931,0.117,0.561,331493750,3990451,411692294
10638,0.432,0.781,-4.038,0.0789,0.197,1234561238,6065708,1006796172
10639,0.588,0.67,-6.439,0.338,0.505,169753186,1142064,559384950
10640,0.674,0.753,-3.226,0.0599,0.292,2267951,41554,4496247
10641,0.69,0.714,-5.948,0.191,0.489,497674212,3493605,496905315
10642,0.528,0.749,-7.571,0.0949,0.729,17289869,480643,165066980
10643,0.561,0.832,-7.661,0.107,0.666,80037396,917471,125732511
10644,0.771,0.729,-6.577,0.217,0.63,3307293,98379,233212157
10645,0.761,0.517,-6.916,0.157,0.46,31382353,473035,214573411
10646,0.619,0.452,-5.449,0.122,0.174,594533196,2338142,381925404
10647,0.557,0.7,-5.024,0.161,0.681,74509548,424372,120814496
10648,0.422,0.267,-9.533,0.142,0.432,453246795,1375897,326603068
10649,0.66,0.76,-4.04,0.0582,0.799,12827350,96102,29917528
10650,0.684,0.65,-5.297,0.0837,0.781,309234404,1148233,224916087
10651,0.773,0.378,-7.062,0.133,0.513,715525941,4763667,466183244
10652,0.762,0.797,-2.641,0.412,0.787,70867261,503248,156584513
10653,0.678,0.806,-3.334,0.0673,0.614,630479293,1824815,436965160
10654,0.777,0.782,-4.435,0.64,0.773,1049946111,3585687,636183962
10655,0.578,0.634,-5.979,0.132,0.216,129180427,897240,290126900
10656,0.403,0.422,-13.964,0.0861,0.378,879026484,4809692,694280349
10657,0.772,0.371,-5.743,0.167,0.684,3577041,47123,443538897
10658,0.407,0.558,-13.609,0.34,0.777,313440495,1869749,414914866
10659,0.694,0.496,-14.222,0.0644,0.799,348215647,1854959,372312004
10660,0.634,0.543,-13.391,0.232,0.467,152976707,629139,302457737
10661,0.484,0.293,-16.544,0.146,0.562,79248013,341043,172350115
10662,0.583,0.486,-13.165,0.0665,0.513,9990026,52139,135691732
10663,0.626,0.504,-14.978,0.0684,0.713,4550663,43893,87039974
10664,0.884,0.51,-4.679,0.0615,0.855,78020640,327554,94618563
10665,0.705,0.634,-6.083,0.349,0.639,25357764,96764,91810989
10671,0.633,0.798,-9.313,0.0812,0.963,5785954,23246,71958119
10672,0.714,0.523,-9.718,0.0612,0.674,16666517,70654,29767346
10674,0.879,0.434,-13.483,0.0823,0.872,958002,11513,33999761
10676,0.498,0.83,-5.157,0.139,0.453,337458032,2323598,562517246
10677,0.553,0.853,-3.668,0.126,0.506,200440484,1477292,404577527
10678,0.185,0.948,-3.892,0.105,0.316,3484244,16750,261679234
10679,0.376,0.95,-4.067,0.0377,0.438,13951714,144696,143722464
10680,0.433,0.778,-4.68,0.163,0.217,253953091,1664884,238970054
10681,0.505,0.909,-4.316,0.0922,0.457,12456264,203035,37614679
10682,0.402,0.97,-4.538,0.189,0.476,66215707,445675,157210157
10683,0.416,0.741,-4.001,0.273,0.286,186141161,1386737,186369505
10684,0.578,0.897,-3.906,0.0924,0.737,86599356,501071,106327638
10685,0.306,0.873,-3.668,0.52,0.452,52436238,449452,154058303
10686,0.856,0.609,-7.223,0.0344,0.928,4821016218,20067879,1653819736
10687,0.601,0.794,-5.844,0.418,0.244,322682773,3798727,713211866
10688,0.699,0.83,-4.898,0.0995,0.889,125811,1813,280473184
10689,0.588,0.67,-6.439,0.338,0.505,169753186,1142064,559384950
10690,0.581,0.674,-7.09,0.128,0.488,9324649,217549,82820643
10691,0.284,0.637,-4.893,0.371,0.197,3082343,70997,28318677
10692,0.688,0.729,-6.56,0.0928,0.469,13800414,149709,94550113
10693,0.605,0.664,-7.162,0.204,0.164,14140914,336660,223322925
10694,0.854,0.65,-5.339,0.0692,0.916,23931,145,23898708
10695,0.647,0.385,-6.895,0.298,0.505,322682773,3798727,22028609
10703,0.619,0.739,-5.743,0.285,0.672,81638099,382064,79057625
10705,0.762,0.748,-6.273,0.128,0.822,57197301,175848,81795301
10706,0.656,0.889,-4.515,0.332,0.852,120723712,224281,40634495
10707,0.717,0.785,-6.967,0.219,0.717,26180111,44639,20825065
10709,0.712,0.842,-5.329,0.0575,0.618,26000918,81414,6204702
10710,0.719,0.759,-7.725,0.334,0.683,12774493,47412,3075794
10711,0.694,0.793,-6.76,0.132,0.718,22601054,42103,17394116
10712,0.723,0.732,-5.514,0.484,0.503,14272846,175218,248359900
10713,0.68,0.411,-9.761,0.0889,0.161,205996430,1094916,200179684
10714,0.678,0.479,-6.959,0.207,0.762,353168416,2863851,286380616
10715,0.745,0.346,-7.709,0.0881,0.112,220744002,1376534,347583428
10716,0.88,0.67,-5.177,0.0662,0.131,229045146,2527517,338094045
10717,0.662,0.489,-7.041,0.0958,0.436,15355345,222825,20052325
10718,0.857,0.662,-9.096,0.414,0.383,1378694,65413,5257642
10719,0.897,0.652,-6.371,0.197,0.68,19601611,336680,53726033
10720,0.823,0.487,-8.416,0.172,0.172,134475854,930609,197633963
10721,0.671,0.46,-8.643,0.106,0.298,758403,23286,9174964
10722,0.473,0.657,-6.278,0.068,0.294,97290294,957262,156878055
10723,0.464,0.775,-4.838,0.0478,0.672,112301,1910,88563370
10724,0.497,0.619,-4.811,0.0708,0.756,985659,14480,69778344
10725,0.64,0.931,-3.437,0.248,0.851,387874,8377,55416538
10726,0.605,0.88,-3.747,0.2,0.908,34052838,283765,47353906
10727,0.611,0.82,-2.784,0.107,0.786,226833,5042,31645833
10728,0.671,0.782,-6.498,0.525,0.62,12254613,231425,35807900
10729,0.68,0.796,-5.884,0.375,0.624,7748685,88395,33507683
10730,0.541,0.769,-6.253,0.17,0.382,58837,1846,32196256
10731,0.785,0.773,-7.61,0.0667,0.892,87073,2536,24828338
10732,0.773,0.795,-5.537,0.154,0.649,275111549,3493810,44902959
10733,0.817,0.738,-7.639,0.331,0.616,195560337,3335456,22899885
10734,0.483,0.65,-6.752,0.228,0.637,43043183,219043,29987636
10735,0.838,0.63,-5.609,0.0719,0.64,87844111,623253,18455473
10736,0.584,0.698,-6.61,0.0699,0.436,13975718,198266,24142297
10737,0.732,0.944,-4.115,0.401,0.957,306785807,1620233,34125728
10738,0.837,0.736,-5.502,0.0911,0.758,43540337,610972,2497726
10739,0.746,0.924,-6.057,0.097,0.807,93946617,516968,32703723
10740,0.803,0.859,-4.405,0.553,0.631,235054452,1034983,22766447
10741,0.679,0.687,-5.522,0.704,0.424,180938131,1006231,33436464
10742,0.473,0.657,-6.278,0.068,0.294,97290294,957262,156878055
10743,0.464,0.775,-4.838,0.0478,0.672,38211,690,88563370
10745,0.64,0.931,-3.437,0.248,0.851,33,0,55416538
10746,0.605,0.88,-3.747,0.2,0.908,34052838,283765,47353906
10747,0.611,0.82,-2.784,0.107,0.786,226833,5042,31645833
10748,0.671,0.782,-6.498,0.525,0.62,18454306,194383,35807900
10750,0.541,0.769,-6.253,0.17,0.382,1534630,28676,32196256
10751,0.785,0.773,-7.61,0.0667,0.892,1318,16,24828338
10752,0.542,0.905,-5.653,0.136,0.374,467784552,1966436,1044029601
10753,0.276,0.715,-5.356,0.201,0.173,299573424,1632443,654228901
10754,0.436,0.85,-4.86,0.128,0.537,27078978,135598,168803890
10755,0.365,0.606,-7.174,0.103,0.191,71284533,254866,159117136
10756,0.398,0.768,-4.624,0.106,0.235,82144,1241,187288984
10757,0.56,0.32,-14.34,0.11,0.107,47058600,201642,114239148
10758,0.488,0.624,-8.357,0.122,0.308,25618558,109856,110651662
10759,0.598,0.911,-3.97,0.216,0.953,12444367,57067,60427148
10760,0.436,0.871,-4.446,0.114,0.71,31178501,137238,106378682
10761,0.4,0.946,-3.966,0.155,0.611,8088625,43256,79682923
10762,0.657,0.562,-8.6,0.101,0.704,19273996,302583,208922565
10763,0.651,0.703,-8.958,0.0608,0.647,21483824,253792,94044201
10764,0.586,0.893,-8.772,0.212,0.65,3909393,120866,151408230
10765,0.815,0.658,-7.811,0.114,0.871,2413718,50373,18395375
10766,0.741,0.913,-3.34,0.325,0.643,24460373,739543,42671901
10767,0.648,0.59,-9.664,0.111,0.401,23063028,461116,65629544
10768,0.849,0.604,-8.464,0.78,0.714,12445,408,10767933
10769,0.825,0.302,-11.651,0.0762,0.747,1909480,28594,31070678
10770,0.471,0.551,-11.161,0.11,0.248,1498375,19586,15689236
10772,0.364,0.378,-7.381,0.339,0.366,701098245,6552463,353123597
10773,0.497,0.312,-9.088,0.0968,0.177,292033495,2191812,155707741
10774,0.419,0.817,-4.704,0.251,0.317,2133493,33208,14048180
10775,0.446,0.136,-10.101,0.206,0.433,68288779,466241,75592984
10776,0.754,0.4,-8.832,0.196,0.693,72171842,1062210,70704574
10777,0.602,0.493,-6.907,0.119,0.487,1159371,5564,45402928
10778,0.692,0.483,-6.335,0.0904,0.698,6987,116,9366402
10779,0.439,0.43,-7.432,0.368,0.26,136356880,1721950,47682619
10780,0.61,0.397,-8.506,0.0833,0.718,57717794,435683,74795577
10781,0.595,0.386,-6.442,0.131,0.864,329194,6255,13231791
10782,0.55,0.581,-5.94,0.756,0.257,1381085516,3899857,206376732
10783,0.661,0.782,-4.292,0.309,0.678,20352670,384103,20804888
10784,0.722,0.682,-4.796,0.954,0.561,357674479,1245944,124689153
10785,0.417,0.715,-5.448,0.952,0.188,965997312,2897014,172791559
10786,0.617,0.588,-5.442,0.39,0.257,36453305,272433,20258059
10787,0.45,0.878,-4.592,0.0908,0.744,15922781,260404,48533462
10788,0.561,0.879,-4.093,0.367,0.67,20866264,249131,26357507
10789,0.471,0.526,-5.065,0.13,0.169,228509066,641317,57030290
10790,0.574,0.738,-5.068,0.12,0.379,75759215,432937,98901479
10791,0.732,0.64,-8.11,0.191,0.786,34818627,124315,73313926
10792,0.663,0.786,-3.51,0.219,0.579,72868080,747433,390936682
10795,0.787,0.679,-4.913,0.15,0.875,27712761,89112,129240126
10796,0.719,0.773,-6.272,0.291,0.759,231604830,869717,121861258
10797,0.767,0.657,-5.666,0.0375,0.906,555161,9269,69743341
10798,0.735,0.705,-6.768,0.29,0.738,4261902,26696,58684645
10799,0.803,0.815,-3.888,0.145,0.735,96037217,423661,35273951
10800,0.849,0.785,-5.954,0.0571,0.605,1159443,9989,11628466
10801,0.868,0.764,-6.574,0.0918,0.397,15887,314,139147141
10802,0.687,0.778,-6.623,0.117,0.865,394878819,1232482,164453482
10803,0.782,0.767,-7.981,0.0947,0.622,111044490,457316,121911222
10804,0.761,0.551,-7.034,0.0768,0.351,317814469,1458383,154545282
10805,0.565,0.629,-5.516,0.217,0.344,56893748,473850,67716590
10806,0.793,0.868,-5.157,0.271,0.756,9153762,96798,30299869
10807,0.761,0.636,-5.424,0.138,0.414,29583118,456294,29318690
10808,0.74,0.678,-4.116,0.132,0.536,5372422,74820,20264927
10809,0.633,0.689,-7.105,0.533,0.784,37670242,139365,31526976
10810,0.794,0.88,-2.893,0.356,0.787,762066,24041,1557904
10811,0.453,0.655,-4.22,0.0849,0.368,420278570,2799398,881477862
10812,0.515,0.835,-3.564,0.101,0.457,51636990,319806,362387670
10813,0.399,0.854,-4.97,0.0893,0.872,59870,495,53851119
10814,0.527,0.821,-4.13,0.107,0.363,47131728,172986,87253992
10815,0.489,0.955,-2.771,0.334,0.816,20374221,90460,49028878
10816,0.535,0.725,-5.861,0.156,0.509,20226460,95329,66191071
10817,0.515,0.809,-5.051,0.0983,0.237,20646227,95706,48830041
10818,0.471,0.843,-3.592,0.163,0.484,10303788,34404,48776995
10819,0.437,0.574,-6.611,0.102,0.271,46628,641,7325060
10820,0.332,0.41,-6.988,0.0963,0.0715,42422821,200197,52383791
10821,0.557,0.525,-6.324,0.113,0.362,1011369213,3236538,231278248
10822,0.721,0.834,-4.457,0.104,0.53,240255403,783428,166304618
10823,0.728,0.605,-6.406,0.131,0.697,18019238,110899,14250436
10824,0.584,0.73,-5.095,0.288,0.414,417127249,1189394,103041022
10825,0.695,0.958,-3.778,0.154,0.711,27841849,123910,83959975
10826,0.831,0.777,-4.456,0.0796,0.598,62685430,311437,110919244
10827,0.512,0.843,-6.283,0.241,0.58,10289629,42389,79809319
10828,0.641,0.937,-3.52,0.108,0.653,64251638,162781,49072430
10829,0.662,0.834,-5.148,0.0677,0.751,12275651,93840,37911948
10830,0.495,0.461,-8.158,0.126,0.25,25577365,316398,48377062
10831,0.715,0.612,-4.32,0.0838,0.602,19366529,266153,32378214
10832,0.476,0.244,-8.361,0.0975,0.36,1454154,20383,62382717
10833,0.591,0.785,-7.768,0.126,0.785,24706323,557111,89466323
10834,0.725,0.478,-6.814,0.105,0.399,137508409,603451,119617940
10835,0.622,0.508,-7.17,0.111,0.37,189939069,534281,50202696
10836,0.493,0.664,-6.354,0.122,0.694,37357025,346890,41291747
10838,0.504,0.14,-12.318,0.122,0.304,72991383,742937,73491196
10839,0.522,0.322,-9.703,0.0961,0.202,16715272,131022,28471176
10840,0.619,0.321,-7.405,0.104,0.117,21741190,169152,14567891
10841,0.519,0.749,-3.318,0.119,0.29,157875227,914132,400928668
10842,0.456,0.679,-4.802,0.103,0.483,33388026,215320,100704547
10843,0.524,0.923,-3.53,0.102,0.318,707586,10048,7360933
10844,0.575,0.844,-1.772,0.0538,0.542,55422674,214049,132418313
10845,0.531,0.843,-2.569,0.0283,0.392,55276381,376251,122522411
10846,0.359,0.518,-3.537,0.106,0.135,83420075,593476,82396154
10847,0.456,0.874,-4.129,0.111,0.5,43372344,197604,61237283
10848,0.624,0.805,-2.632,0.328,0.77,37130410,144890,69449656
10849,0.597,0.82,-2.529,0.119,0.576,40375445,179758,69947717
10850,0.617,0.839,-2.849,0.19,0.741,41826086,251907,79837447
10851,0.331,0.943,-3.188,0.242,0.296,1138778389,8394523,749278645
10852,0.19,0.265,-9.206,0.134,0.101,889118434,5172352,410612015
10853,0.37,0.858,-4.885,0.229,0.464,233135074,1402081,217064989
10854,0.45,0.883,-4.094,0.293,0.328,153232763,948494,116398496
10855,0.437,0.835,-5.076,0.245,0.296,119134538,745206,92667001
10856,0.483,0.631,-3.826,0.0974,0.212,175876015,1088007,66098488
10857,0.204,0.898,-5.859,0.31,0.14,688629,4068,45485831
10858,0.416,0.178,-11.428,0.342,0.0699,2647228,19248,51165292
10859,0.486,0.87,-4.947,0.312,0.336,64815968,364706,29523743
10860,0.465,0.92,-4.368,0.562,0.233,71322143,489674,27206130
10861,0.543,0.485,-6.85,0.12,0.371,273554532,1217595,608012130
10862,0.553,0.476,-8.869,0.281,0.558,55530726,341694,155711877
10863,0.323,0.405,-8.533,0.138,0.274,517662359,3417238,321316598
10864,0.321,0.429,-7.073,0.0606,0.174,457094830,2299905,209218195
10865,0.354,0.411,-6.018,0.106,0.43,208290883,649501,182969799
10866,0.567,0.543,-4.485,0.106,0.299,180841652,575549,134158018
10867,0.362,0.338,-9.321,0.3,0.389,208290883,649501,95459443
10868,0.475,0.579,-4.096,0.0756,0.466,11469769,80320,96318179
10869,0.333,0.377,-8.282,0.0333,0.245,11527824,83983,123331650
10870,0.457,0.763,-3.459,0.0322,0.87,8006145,44885,43671189
10871,0.613,0.881,-4.59,0.0954,0.631,32037528,250810,134743276
10872,0.723,0.633,-6.982,0.0665,0.498,429824,4654,18009027
10873,0.661,0.633,-5.986,0.124,0.613,23238672,140683,136497255
10874,0.768,0.809,-4.204,0.139,0.748,96009155,486011,142662562
10875,0.601,0.836,-3.42,0.106,0.338,979673,10181,23748265
10876,0.525,0.3,-8.005,0.116,0.206,92678477,446216,119907941
10877,0.333,0.907,-3.191,0.395,0.353,26111219,273725,77395558
10878,0.68,0.888,-5.308,0.0575,0.484,146546503,679238,118648161
10879,0.579,0.622,-5.683,0.116,0.646,10153635,67393,68679820
10880,0.591,0.703,-6.211,0.145,0.402,15224939,73267,65378997
10881,0.744,0.723,-6.135,0.257,0.673,5623057,13968,7748029
10882,0.563,0.839,-6.596,0.873,0.651,255494481,1256396,87218874
10883,0.599,0.812,-5.749,0.868,0.716,207867717,872893,89292548
10884,0.571,0.816,-6.011,0.808,0.942,51712657,429535,123274005
10885,0.575,0.764,-7.265,0.318,0.857,1320183,3843,3360784
10886,0.68,0.712,-6.781,0.933,0.784,48004679,237866,66745179
10887,0.625,0.702,-7.615,0.0881,0.715,7475645,34629,26770920
10888,0.611,0.849,-6.652,0.982,0.907,118854874,813640,85491521
10889,0.617,0.671,-6.258,0.522,0.72,15496,732,27123155
10890,0.515,0.895,-5.701,0.898,0.852,165489013,1026494,22354758
10891,0.46,0.796,-4.501,0.106,0.182,39195816,260178,191592986
10892,0.328,0.939,-1.654,0.337,0.329,66695954,382968,175384101
10893,0.447,0.966,-2.966,0.312,0.533,80292388,468895,147920624
10894,0.487,0.9,-4.54,0.11,0.377,87687161,533029,77374895
10895,0.446,0.657,-4.494,0.189,0.215,63332427,362660,125995261
10896,0.507,0.966,-2.635,0.336,0.502,59917787,378720,94742844
10897,0.354,0.942,-3.245,0.431,0.242,31420821,227332,104023055
10898,0.486,0.94,-4.237,0.0777,0.42,44637647,264006,112560045
10899,0.516,0.884,-3.706,0.0478,0.448,26654866,139277,98303855
10900,0.416,0.964,-2.967,0.473,0.212,2720722,37606,17484314
10901,0.654,0.77,-6.091,0.0887,0.272,57389582,417244,208911691
10902,0.682,0.483,-7.718,0.159,0.108,85514231,499510,123807840
10903,0.664,0.393,-9.676,0.0877,0.267,2158183,23533,1908889
10904,0.641,0.765,-6.626,0.387,0.19,37128799,179076,37038425
10905,0.711,0.833,-4.818,0.301,0.545,14099245,94540,66952597
10906,0.794,0.811,-5.215,0.558,0.588,2180653,38256,3513820
10907,0.71,0.81,-6.061,0.229,0.566,1272463,14169,3612642
10908,0.64,0.849,-5.684,0.303,0.64,1896126,23719,45580380
10909,0.669,0.663,-7.759,0.347,0.453,57885999,425592,35630707
10910,0.685,0.768,-2.753,0.144,0.322,121158801,552011,39299807
10911,0.593,0.5,-8.532,0.0837,0.465,762604,14437,82423072
10912,0.307,0.371,-8.498,0.11,0.189,7077131,116304,247501664
10913,0.415,0.104,-11.83,0.104,0.18,273914,15086,142876350
10914,0.418,0.248,-9.997,0.108,0.298,2002639,27765,251551093
10915,0.263,0.237,-13.738,0.109,0.0461,77838682,1037845,136832087
10916,0.207,0.292,-11.641,0.0934,0.11,2997130,49304,56645032
10917,0.467,0.157,-9.649,0.0816,0.277,13306302,121014,130647207
10918,0.265,0.0811,-17.389,0.107,0.253,9590,1080,920198
10919,0.504,0.327,-9.49,0.445,0.299,10874803,298732,54514888
10920,0.224,0.387,-9.022,0.0689,0.0395,2954969,35825,39211900
10921,0.721,0.521,-8.123,0.127,0.942,116786814,963248,350860668
10922,0.942,0.641,-10.15,0.028,0.966,512591,5730,212239903
10923,0.644,0.919,-6.289,0.622,0.871,59030969,553186,162514866
10924,0.779,0.87,-13.141,0.0399,0.555,15986155,156778,97728211
10927,0.66,0.485,-8.101,0.0585,0.829,8111643,78703,46472230
10928,0.801,0.93,-7.365,0.0558,0.967,9177,139,17290497
10929,0.646,0.88,-7.753,0.355,0.802,59030969,553186,11010095
10930,0.609,0.802,-9.501,0.0904,0.926,368433,5150,17827284
10931,0.531,0.818,-5.358,0.263,0.471,37526,907,313806838
10932,0.625,0.758,-6.213,0.153,0.695,758378,14955,292139107
10933,0.532,0.663,-5.886,0.0734,0.756,27729,744,215785194
10934,0.42,0.668,-7.35,0.0585,0.338,2123850,25139,123720230
10935,0.414,0.7,-8.838,0.114,0.37,71854,1805,94089763
10936,0.366,0.468,-14.514,0.0664,0.0506,408550,4749,75028394
10937,0.603,0.674,-6.808,0.26,0.559,59494610,191730,51779427
10938,0.664,0.414,-14.113,0.0813,0.831,1225792,12018,47289833
10939,0.575,0.446,-13.839,0.0656,0.532,2301069,23873,35783697
10940,0.424,0.261,-8.114,0.0903,0.207,3309757,22788,15213989
10941,0.64,0.743,-4.08,0.101,0.361,270553084,1723506,969429694
10942,0.338,0.803,-5.412,0.136,0.4,132697911,763972,409002224
10943,0.447,0.592,-3.015,0.13,0.283,1251680,8979,167702794
10944,0.592,0.729,-4.156,0.0653,0.709,74876858,325767,247477845
10945,0.23,0.492,-5.767,0.176,0.262,54554358,369120,206566798
10946,0.361,0.149,-12.066,0.175,0.302,2306174,15762,37723791
10947,0.632,0.805,-4.488,0.197,0.275,9480732,85242,50303261
10948,0.54,0.294,-12.181,0.708,0.204,531733,7524,29725656
10949,0.328,0.502,-5.914,0.759,0.248,32466,1043,25187404
10950,0.458,0.821,-5.076,0.161,0.323,13143524,71999,31227132
10951,0.758,0.712,-3.781,0.0677,0.795,267696152,2056408,479759154
10952,0.736,0.74,-2.18,0.0468,0.803,539756146,4320230,437569872
10953,0.766,0.664,-6.932,0.115,0.509,15996635,793683,83003218
10954,0.837,0.42,-5.158,0.356,0.143,56165643,576518,82755919
10955,0.941,0.471,-13.087,0.0837,0.487,15349506,492119,74103593
10956,0.546,0.712,-3.104,0.406,0.489,55688515,363454,50636688
10957,0.841,0.653,-6.978,0.0821,0.603,11239262,273137,20288060
10958,0.932,0.444,-10.022,0.354,0.428,2341707,76245,29195058
10959,0.671,0.531,-5.551,0.365,0.28,1214946,21292,30345858
10960,0.926,0.863,-3.391,0.0484,0.779,24347882,111191,20425793
10961,0.674,0.873,-4.256,0.18,0.946,583560,5195,14602380
10962,0.486,0.808,-4.92,0.117,0.406,1558230,20452,19129405
10963,0.59,0.846,-4.251,0.53,0.733,8176697,41852,65410980
