F1,Danceability,Energy,Loudness,Liveness,Valence,Views,Likes,Stream
5590,0.483,0.145,-14.423,0.214,0.284,4279791,40705,28846850
5591,0.587,0.098,-15.196,0.114,0.288,1021602,7829,24288555
5592,0.731,0.867,-5.881,0.0861,0.776,431739377,5593947,869488973
5594,0.745,0.972,-5.598,0.148,0.968,67100148,399464,125554975
5595,0.666,0.895,-4.667,0.439,0.83,1520531,10611,19048341
5596,0.729,0.881,-5.024,0.0872,0.963,6360796,34580,11646418
5597,0.447,0.9,-6.367,0.157,0.707,14395581,139713,18177797
5598,0.757,0.659,-6.16,0.277,0.624,343344,10625,2029410
5599,0.748,0.903,-5.877,0.106,0.751,2091494,34772,14472224
5600,0.424,0.843,-5.352,0.0971,0.962,556069,2963,6102890
5601,0.611,0.811,-6.138,0.103,0.61,360942,2507,4001346
5602,0.756,0.401,-10.702,0.0541,0.514,6009417,97064,415197366
5603,0.772,0.397,-8.585,0.0753,0.617,33534403,212232,144420192
5604,0.467,0.42,-6.957,0.0707,0.365,33420938,293213,92182484
5605,0.786,0.418,-11.115,0.134,0.94,1435742,16637,70177689
5606,0.823,0.457,-10.961,0.0763,0.735,363208,3821,80053539
5607,0.712,0.393,-9.538,0.0908,0.791,1604715,21048,27483881
5608,0.665,0.468,-9.558,0.0987,0.699,1693407,9126,11138023
5609,0.887,0.519,-7.992,0.157,0.652,21967,344,28297107
5610,0.848,0.499,-10.176,0.209,0.879,255225,2400,16921524
5611,0.523,0.224,-15.686,0.124,0.476,11829470,98450,17535643
5612,0.624,0.306,-11.831,0.0632,0.227,5311560,60737,237667481
5613,0.297,0.182,-10.944,0.134,0.092,36594933,144874,162383972
5614,0.307,0.43,-11.333,0.0988,0.305,25789509,159225,146914828
5615,0.535,0.824,-10.142,0.299,0.895,9786863,48914,53354351
5616,0.328,0.681,-6.388,0.73,0.269,29891350,449880,48806476
5617,0.751,0.674,-12.976,0.32,0.696,7923230,58393,64985898
5618,0.65,0.535,-13.325,0.187,0.9,26686814,191965,56141885
5621,0.563,0.564,-9.42,0.136,0.713,1063941,8059,9822411
5622,0.579,0.654,-12.421,0.0673,0.616,541857220,3113453,524257277
5623,0.624,0.531,-13.23,0.0914,0.743,93702243,543258,91276791
5624,0.62,0.64,-12.479,0.255,0.702,30840638,126491,16984565
5625,0.491,0.834,-11.204,0.196,0.481,17972560,60090,10671745
5626,0.687,0.583,-13.437,0.0758,0.62,15734,242,8050932
5627,0.623,0.675,-9.196,0.156,0.633,5354141,25369,4520938
5628,0.288,0.409,-12.858,0.147,0.258,3533612,12728,1278668
5629,0.618,0.79,-8.802,0.253,0.688,6802609,29067,3858649
5630,0.605,0.823,-10.363,0.288,0.708,4715449,16983,3160353
5631,0.331,0.394,-14.002,0.127,0.181,10193671,33510,4538843
5632,0.658,0.815,-6.834,0.341,0.837,458522,1428,229054953
5633,0.699,0.871,-4.776,0.0867,0.927,28811685,507794,20740957
5634,0.774,0.665,-6.42,0.148,0.968,31587115,124677,46029292
5635,0.704,0.814,-4.752,0.35,0.974,32350969,123435,31446307
5636,0.758,0.913,-4.182,0.289,0.968,6431717,16124,13418498
5637,0.616,0.764,-6.232,0.0653,0.913,11076081,46325,14602772
5638,0.783,0.832,-5.947,0.341,0.885,8506528,26717,8879427
5639,0.869,0.818,-5.026,0.102,0.966,3382159,5168,1418374
5640,0.597,0.688,-8.088,0.261,0.767,474688,2459,1955977
5641,0.667,0.835,-6.615,0.292,0.785,451471,1096,1341109
5642,0.739,0.459,-14.42,0.0474,0.892,334023861,2109998,597510470
5643,0.805,0.479,-14.734,0.104,0.962,143614115,1122219,214168241
5644,0.646,0.809,-3.99,0.0806,0.588,42217957,239130,65611091
5645,0.7,0.618,-4.593,0.072,0.937,25965564,139051,31664188
5646,0.743,0.622,-11.256,0.0883,0.962,768395,11666,6757616
5647,0.583,0.635,-12.788,0.0983,0.555,1779142,20016,12305120
5648,0.382,0.492,-14.892,0.283,0.722,50438,643,6766138
5651,0.42,0.829,-4.76,0.102,0.6,3882160,20882,3465339
5652,0.687,0.818,-4.221,0.248,0.886,5702664,60995,119404905
5653,0.679,0.935,-5.474,0.253,0.717,2519104,34539,2446035
5654,0.675,0.758,-5.71,0.0823,0.535,148178,4548,1483206
5655,0.701,0.84,-5.006,0.393,0.677,116424,3948,911699
5656,0.786,0.401,-5.777,0.134,0.671,26672,839,1240137
5657,0.698,0.961,-4.755,0.745,0.641,41457,1436,594818
5658,0.669,0.889,-5.413,0.137,0.576,138242,4062,185155
5659,0.849,0.743,-7.121,0.312,0.743,4744,80,794649
5660,0.797,0.7,-8.207,0.0454,0.754,782484,4171,1121957
5662,0.586,0.89,-1.988,0.114,0.426,87015957,607512,107036296
5663,0.492,0.866,-5.101,0.178,0.632,36229810,210205,47375259
5664,0.537,0.877,-1.761,0.22,0.649,40895152,226212,54779839
5665,0.493,0.701,-7.01,0.0691,0.563,10315913,128171,52610083
5666,0.43,0.916,-2.9,0.173,0.449,4078822,58208,20613794
5667,0.467,0.695,-5.78,0.19,0.314,16339959,105388,32001019
5668,0.616,0.376,-8.898,0.0831,0.0883,9453272,72745,21061649
5669,0.494,0.735,-3.359,0.2,0.178,7544256,43274,13731774
5670,0.615,0.816,-3.061,0.0457,0.506,3319348,20686,9488293
5671,0.635,0.681,-9.244,0.131,0.86,5567381,46570,11808581
5672,0.276,0.572,-7.818,0.2,0.285,129108,973,169769959
5673,0.813,0.701,-6.508,0.294,0.855,85760711,508329,164271709
5674,0.6,0.633,-7.507,0.0478,0.966,76954659,225856,62121476
5675,0.736,0.262,-13.442,0.122,0.606,37883339,125176,17769303
5676,0.799,0.843,-4.424,0.199,0.96,103428021,438836,68231856
5677,0.538,0.615,-8.257,0.308,0.68,6531831,29731,12547923
5678,0.833,0.918,-4.401,0.147,0.967,56373926,194539,17741947
5679,0.632,0.33,-10.939,0.106,0.805,342026,3157,10135866
5680,0.661,0.331,-8.357,0.0864,0.783,3298,61,6129868
5681,0.564,0.505,-7.339,0.167,0.899,1458339,8912,7015237
5682,0.655,0.894,-7.696,0.0414,0.785,137438,1067,65087568
5683,0.616,0.701,-8.467,0.39,0.411,9162144,59392,38156056
5684,0.667,0.757,-11.553,0.0509,0.912,2353442,21779,42154673
5685,0.786,0.621,-9.805,0.123,0.54,2455221,19506,23512022
5686,0.648,0.535,-12.239,0.073,0.589,17594830,75287,39272702
5687,0.72,0.784,-7.905,0.0482,0.963,1590949,22221,26771132
5688,0.794,0.908,-7.132,0.0236,0.965,3231359,34511,45951218
5689,0.568,0.858,-8.593,0.176,0.383,2000166,22158,23600296
5690,0.694,0.466,-10.659,0.562,0.655,8779104,36397,9213724
5691,0.803,0.672,-9.285,0.051,0.772,990079,10437,11667477
5692,0.659,0.812,-7.499,0.0951,0.888,49980402,315827,259354180
5694,0.672,0.881,-3.142,0.406,0.68,1002997,23157,8704969
5695,0.682,0.744,-6.981,0.06,0.827,8810841,64377,34889112
5696,0.405,0.589,-7.51,0.661,0.808,43319945,246552,47878385
5697,0.62,0.884,-4.127,0.201,0.594,22029994,204395,35874741
5698,0.674,0.471,-8.199,0.22,0.219,58437,837,17813284
5699,0.636,0.558,-7.076,0.062,0.572,14889544,65084,33166215
5700,0.73,0.934,-3.995,0.142,0.758,7048956,42354,82173762
5701,0.757,0.813,-4.661,0.0741,0.668,20316696,695734,74837540
5702,0.509,0.887,-6.647,0.355,0.824,658379,7709,111132910
5703,0.72,0.325,-16.922,0.308,0.318,13946162,68454,91320637
5704,0.641,0.797,-6.536,0.0279,0.655,1643231,8193,72682130
5705,0.672,0.837,-8.143,0.893,0.911,7124665,34110,29605780
5706,0.281,0.819,-5.219,0.116,0.265,4463705,15306,49779714
5707,0.729,0.524,-15.192,0.322,0.617,5144602,14930,23423919
5708,0.635,0.632,-8.769,0.197,0.547,4777350,16034,23354589
5709,0.654,0.869,-8.333,0.948,0.435,112469,1113,11831045
5710,0.645,0.507,-9.767,0.228,0.745,8746348,28659,11605669
5711,0.735,0.543,-14.276,0.126,0.549,7509646,49708,25305473
5712,0.811,0.41,-8.214,0.0799,0.626,27125701,188695,305044106
5713,0.785,0.737,-5.306,0.108,0.971,30967013,205955,187624549
5714,0.659,0.919,-2.658,0.312,0.631,15067054,78278,92980423
5715,0.635,0.795,-5.313,0.0751,0.628,20542418,105616,77438972
5716,0.744,0.945,-3.266,0.0435,0.961,15724121,77758,49674025
5717,0.432,0.958,-4.009,0.227,0.874,2719561,13788,43655526
5718,0.495,0.969,-4.994,0.404,0.966,6899292,38571,33277142
5719,0.607,0.905,-4.748,0.0624,0.533,7491995,37600,14063680
5720,0.791,0.7,-6.96,0.0562,0.8,3642260,25887,31349024
5721,0.574,0.91,-3.813,0.209,0.611,6874181,42066,12917380
5722,0.811,0.88,-2.972,0.0475,0.915,207684351,1411317,250550159
5723,0.691,0.891,-2.912,0.237,0.934,5242826,34639,35174994
5724,0.786,0.912,-2.894,0.0475,0.853,153005049,681236,68018593
5725,0.754,0.736,-5.404,0.213,0.96,5448528,40144,38368866
5726,0.753,0.895,-2.385,0.0431,0.886,25692304,67145,35764252
5727,0.77,0.793,-4.352,0.0299,0.649,5146157,24789,9967761
5728,0.777,0.892,-3.54,0.0747,0.821,161615,1472,19596951
5729,0.688,0.974,-1.14,0.0515,0.669,5444293,29286,16024902
5730,0.742,0.865,-3.243,0.0959,0.527,7134363,59458,11974342
5731,0.885,0.852,-3.113,0.11,0.959,3084650,16626,4672240
5732,0.754,0.811,-3.679,0.654,0.639,490052706,2429510,334689122
5733,0.849,0.499,-7.872,0.268,0.504,28602,388,50089078
5734,0.827,0.635,-6.77,0.109,0.766,25507067,254348,44291703
5735,0.748,0.693,-7.832,0.123,0.768,25507067,254348,22968384
5736,0.777,0.846,-3.11,0.309,0.646,12328176,80830,22590830
5738,0.874,0.716,-5.859,0.253,0.674,16974,296,17045244
5739,0.854,0.602,-10.162,0.292,0.592,3291994,59799,14792169
5740,0.787,0.773,-8.533,0.105,0.844,69098,690,8658237
5741,0.658,0.877,-5.502,0.127,0.346,22288342,141972,29436678
5742,0.672,0.893,-3.984,0.0934,0.543,29502604,176293,41851120
5743,0.65,0.888,-3.35,0.0879,0.565,46695991,252917,35501160
5744,0.574,0.751,-6.063,0.352,0.535,1040046,14664,3073728
5745,0.764,0.643,-7.489,0.113,0.718,80001378,439060,48563541
5746,0.71,0.609,-6.162,0.0914,0.743,3862897,51335,4954761
5747,0.742,0.589,-4.344,0.15,0.665,15768536,160980,15883637
5748,0.708,0.7,-5.449,0.276,0.541,19938602,107712,25844898
5749,0.702,0.579,-8.406,0.892,0.469,31262672,167607,23889703
5750,0.775,0.785,-3.503,0.0669,0.963,2043464,22155,28285047
5751,0.723,0.694,-6.694,0.052,0.739,2821747,21053,49791393
5752,0.596,0.451,-9.468,0.158,0.486,28485977,132383,42852463
5753,0.632,0.848,-8.142,0.0841,0.778,13021585,77513,42812813
5754,0.46,0.615,-9.581,0.119,0.823,1141289,15344,6191893
5755,0.553,0.72,-12.194,0.108,0.648,929310,12185,11568724
5756,0.684,0.697,-6.702,0.486,0.521,8885145,40649,7570771
5757,0.473,0.757,-8.394,0.788,0.581,51051629,237723,10643387
5758,0.519,0.822,-7.704,0.956,0.593,12633651,92177,15081007
5759,0.475,0.729,-7.197,0.14,0.866,9595291,32840,8921067
5760,0.625,0.553,-11.765,0.141,0.66,19306,427,7650813
5761,0.657,0.611,-5.415,0.146,0.616,12596968,152904,160002061
5762,0.697,0.894,-6.389,0.272,0.709,743018,42690,2411446
5763,0.514,0.961,-3.726,0.146,0.686,10819022,81351,19042461
5764,0.686,0.818,-5.111,0.329,0.633,11613707,96424,18177298
5765,0.465,0.546,-8.749,0.314,0.186,5398591,77888,4421606
5766,0.602,0.938,-3.378,0.0612,0.562,29248813,250969,16668187
5767,0.903,0.798,-2.806,0.453,0.661,1146614,2934,2232124
5768,0.477,0.845,-5.505,0.397,0.414,2758460,58214,3352657
5769,0.759,0.607,-8.744,0.354,0.576,1278327,25775,1165658
5770,0.504,0.603,-7.785,0.204,0.471,7749112,103572,7908815
5771,0.212,0.301,-12.505,0.13,0.0798,191813,3880,75381240
5772,0.295,0.408,-16.632,0.165,0.164,207852,3870,50101776
5773,0.163,0.0994,-24.845,0.101,0.0359,51325,1015,8856597
5774,0.311,0.252,-15.76,0.625,0.0887,545182,7073,14854476
5775,0.157,0.175,-18.829,0.117,0.0348,4406074,41513,8813838
5776,0.212,0.118,-19.162,0.0939,0.152,18741,209,451482
5777,0.259,0.0859,-22.854,0.119,0.0551,888,24,3096863
5778,0.242,0.356,-13.189,0.161,0.152,322712,3158,2369120
5781,0.756,0.532,-5.096,0.111,0.571,815252,4645,10881697
5782,0.661,0.954,-1.866,0.22,0.332,1641482,20574,5209917
5783,0.496,0.872,-1.863,0.406,0.736,930347,12103,7909576
5784,0.376,0.801,-5.736,0.636,0.766,968998,34772,2366959
5785,0.429,0.993,-2.33,0.434,0.226,217773,7355,2727191
5786,0.621,0.844,-3.707,0.351,0.49,1068010,8892,3735113
5787,0.697,0.826,-4.719,0.0699,0.504,230203,4421,2345302
5788,0.477,0.904,-3.865,0.165,0.257,877775,38435,1673447
5789,0.724,0.641,-5.297,0.226,0.354,61799,1531,5726666
5791,0.563,0.847,-4.493,0.121,0.666,8736493,61543,56261337
5792,0.355,0.478,-8.323,0.194,0.271,77653564,394760,113807657
5793,0.52,0.333,-11.508,0.188,0.198,234466296,1428964,218223347
5794,0.559,0.464,-9.687,0.107,0.351,36549339,162099,51348342
5795,0.493,0.643,-5.19,0.209,0.3,2187340,7728,77033234
5796,0.445,0.744,-7.978,0.167,0.48,8957974,28989,95439261
5797,0.485,0.726,-4.2,0.225,0.288,150455253,608897,65357772
5798,0.519,0.379,-9.906,0.108,0.208,46938811,267243,43082035
5799,0.592,0.39,-10.642,0.12,0.143,14125887,54905,37827892
5800,0.548,0.617,-7.093,0.113,0.339,28870319,156305,20594725
5801,0.66,0.523,-12.068,0.142,0.794,7759291,42136,121920128
5802,0.688,0.459,-9.353,0.0816,0.493,138372638,676334,128648571
5803,0.614,0.381,-14.628,0.0917,0.504,20762095,83193,60786512
5804,0.726,0.711,-7.728,0.326,0.708,21640538,110249,60492446
5805,0.729,0.553,-8.983,0.0809,0.935,18397125,130727,43973537
5806,0.7,0.386,-15.559,0.0878,0.363,4539156,28615,21477686
5807,0.723,0.148,-19.922,0.115,0.204,18305418,96355,25584789
5808,0.309,0.928,-6.886,0.984,0.513,12702074,56825,2057681
5809,0.625,0.578,-12.472,0.032,0.733,316670,2759,14032259
5810,0.604,0.43,-13.575,0.0977,0.644,5670459,24205,18845693
5811,0.432,0.109,-15.925,0.0939,0.0797,60924,562,12549289
5812,0.421,0.118,-17.703,0.115,0.175,229657,3188,51606375
5813,0.336,0.044,-29.255,0.221,0.0666,621891,7481,41878507
5814,0.22,0.043,-28.726,0.062,0.11,250753,2583,18988638
5815,0.367,0.107,-20.273,0.107,0.146,62864,871,9495529
5816,0.252,0.0875,-24.711,0.108,0.126,84145,1416,13622628
5817,0.201,0.133,-19.194,0.116,0.0775,253187,3656,21672580
5818,0.511,0.126,-20.852,0.102,0.403,2798,106,24641200
5819,0.36,0.0854,-20.406,0.115,0.0773,78017,832,7434593
5820,0.187,0.109,-21.143,0.124,0.0501,193503,2493,14610120
5821,0.677,0.52,-6.255,0.0532,0.768,28261569,227808,91182232
5822,0.912,0.511,-6.365,0.0442,0.611,10752641,56560,55082469
5823,0.685,0.38,-11.219,0.0371,0.87,20597417,190822,75790162
5824,0.764,0.525,-5.969,0.0993,0.787,76971300,377800,93037718
5825,0.694,0.511,-9.34,0.166,0.931,13539103,91549,24008203
5826,0.66,0.71,-4.541,0.0736,0.233,17438949,115026,40400843
5827,0.778,0.644,-7.6,0.112,0.846,10395394,86502,38064305
5828,0.592,0.499,-7.806,0.122,0.863,12752415,133477,30854723
5829,0.706,0.537,-6.347,0.129,0.775,28261569,227808,39485506
5830,0.867,0.68,-5.508,0.0935,0.591,164102,1789,11057694
5831,0.638,0.785,-2.612,0.245,0.515,6083740,57232,115076748
5832,0.718,0.83,-5.488,0.124,0.771,55547267,437040,35279310
5833,0.346,0.495,-8.276,0.165,0.33,488382,15204,9987028
5834,0.8,0.634,-5.895,0.0733,0.46,186757770,1611270,14179201
5835,0.788,0.55,-7.747,0.0937,0.497,4487629,84322,5787015
5836,0.585,0.759,-4.029,0.162,0.512,287833,5404,10265153
5837,0.4,0.694,-8.486,0.874,0.727,73838324,1025936,9304837
5838,0.431,0.748,-6.434,0.154,0.457,6416977,91901,1926052
5839,0.353,0.808,-4.989,0.392,0.491,23145519,204361,5560596
5840,0.514,0.642,-11.835,0.262,0.81,287833,5404,4737961
5841,0.704,0.707,-6.537,0.318,0.761,72129463,597298,169776595
5842,0.703,0.469,-6.515,0.726,0.661,31904596,275166,57113622
5843,0.553,0.441,-6.411,0.107,0.525,3323640,46201,79657574
5844,0.698,0.533,-6.246,0.333,0.275,45557589,385341,47298972
5845,0.696,0.49,-6.631,0.0563,0.557,6864413,70362,11452674
5846,0.555,0.851,-4.525,0.0902,0.314,1911876,35816,10409084
5847,0.705,0.809,-4.484,0.216,0.508,27826356,308620,15409127
5848,0.682,0.543,-7.063,0.158,0.478,8996225,95661,14207182
5849,0.515,0.605,-5.629,0.0991,0.719,12163959,69655,16249633
5850,0.761,0.413,-8.104,0.0829,0.595,58424611,479410,30970258
5851,0.317,0.904,-5.686,0.551,0.648,1354631,4779,25550632
5852,0.519,0.79,-4.342,0.212,0.868,12545,160,27611531
5853,0.654,0.75,-4.673,0.188,0.849,128752,1375,40902458
5854,0.577,0.692,-3.138,0.196,0.645,1467960,9435,39935478
5855,0.569,0.809,-2.926,0.539,0.966,1563102,5831,10459273
5856,0.545,0.76,-3.653,0.471,0.962,3825847,19625,8209950
5857,0.693,0.855,-2.502,0.326,0.854,92328,622,21592968
5858,0.691,0.789,-3.866,0.14,0.659,11744219,40319,11352034
5859,0.434,0.632,-3.943,0.0947,0.823,27598092,118841,15538551
5860,0.259,0.929,-3.873,0.206,0.393,186666,1620,7242687
5861,0.646,0.553,-8.085,0.133,0.503,44035312,430169,53699057
5862,0.628,0.499,-10.167,0.158,0.731,5639071,63461,40104282
5863,0.547,0.547,-8.967,0.172,0.454,25947963,250671,48933208
5864,0.378,0.53,-13.688,0.0549,0.66,6058216,39907,33644162
5865,0.622,0.296,-11.471,0.271,0.367,1680587,22003,40228702
5866,0.531,0.405,-13.66,0.0643,0.6,9614638,44258,16006000
5867,0.376,0.39,-18.582,0.679,0.498,14474486,81874,22570346
5868,0.343,0.306,-9.572,0.117,0.113,1645096,17058,4261454
5869,0.542,0.289,-9.712,0.126,0.188,834583,16698,13446444
5870,0.435,0.635,-8.374,0.0957,0.806,13048786,101685,21588380
5871,0.55,0.5,-5.779,0.116,0.351,4479509,117871,12865834
5872,0.422,0.589,-8.331,0.754,0.398,40357,744,23430064
5873,0.837,0.661,-7.373,0.101,0.741,2576441,16974,3784947
5874,0.732,0.584,-7.644,0.155,0.495,530393,4098,3777598
5875,0.581,0.455,-7.843,0.103,0.368,11803910,50167,9488756
5876,0.581,0.216,-12.423,0.109,0.459,1431776,14713,3411911
5877,0.618,0.827,-4.622,0.084,0.455,2845712,11731,6038213
5878,0.636,0.535,-11.349,0.197,0.441,59906,460,1912769
5879,0.684,0.92,-5.908,0.693,0.834,599881,5177,7830856
5880,0.419,0.841,-6.603,0.0617,0.617,5239659,10870,1897622
5881,0.645,0.45,-6.578,0.0889,0.379,113332807,474625,203962852
5882,0.231,0.13,-14.681,0.0832,0.162,80757283,574929,233638628
5883,0.602,0.596,-6.119,0.259,0.869,48212044,152424,108989979
5885,0.45,0.294,-9.463,0.126,0.234,3120040,48467,78495521
5886,0.515,0.908,-4.632,0.412,0.637,22850204,153481,32225504
5887,0.587,0.68,-6.044,0.384,0.522,2427622,31449,47060191
5888,0.387,0.041,-17.951,0.0847,0.249,5060715,33970,13408900
5889,0.286,0.19,-13.548,0.114,0.0874,5060715,33970,17421408
5890,0.813,0.836,-4.23,0.154,0.677,17874669,105424,25343174
5901,0.389,0.458,-7.012,0.367,0.441,13152382,65701,2331173
5902,0.523,0.73,-8.339,0.59,0.657,29250439,133622,30371599
5903,0.646,0.752,-7.477,0.759,0.666,11304026,73669,24886358
5904,0.596,0.625,-6.389,0.298,0.674,52089829,238902,14450614
5905,0.517,0.836,-6.205,0.408,0.72,72020000,458134,994041
5906,0.553,0.634,-7.711,0.734,0.624,29250439,133622,11128930
5907,0.523,0.577,-7.837,0.952,0.555,72020000,458134,14521024
5908,0.383,0.608,-7.798,0.637,0.543,3822367,35515,11308872
5909,0.645,0.809,-6.413,0.494,0.788,2617126,13519,7246882
5910,0.446,0.684,-7.631,0.857,0.676,517991,3935,1522354
5911,0.671,0.596,-5.117,0.228,0.551,221899,1437,14823445
5912,0.608,0.437,-13.969,0.206,0.363,2729,46,2380657
5913,0.876,0.733,-4.044,0.115,0.858,12765774,120188,8018242
5914,0.853,0.865,-3.447,0.0619,0.53,14653,258,3614811
5915,0.876,0.851,-6.554,0.0985,0.914,87902,1525,1749932
5916,0.92,0.736,-7.177,0.0865,0.563,1317,27,1987583
5918,0.882,0.809,-6.623,0.301,0.53,13230,196,2465934
5919,0.787,0.818,-4.567,0.125,0.631,39136,621,2329131
5920,0.901,0.823,-4.13,0.108,0.57,418768,5171,1750226
5921,0.618,0.775,-6.41,0.127,0.842,29903968,130571,87878923
5922,0.567,0.944,-6.074,0.0705,0.964,21473115,63481,25842497
5923,0.472,0.653,-9.515,0.205,0.589,12854424,31772,4868070
5924,0.703,0.428,-8.41,0.129,0.545,17616977,45495,28496595
5925,0.477,0.688,-8.043,0.11,0.228,15558672,55806,29636454
5926,0.539,0.794,-5.922,0.361,0.605,31151827,114518,19365077
5927,0.331,0.605,-9.864,0.138,0.37,8312874,37904,9166195
5928,0.624,0.833,-6.65,0.145,0.953,24737399,52531,17583499
5929,0.545,0.185,-13.39,0.099,0.259,4050435,19598,24514434
5930,0.652,0.624,-6.269,0.155,0.673,15854550,40904,13810615
5931,0.821,0.703,-8.464,0.0816,0.536,7344165,87703,120443180
5932,0.838,0.72,-6.593,0.422,0.845,19975260,165989,85458315
5933,0.717,0.386,-7.052,0.0353,0.863,4565976,38899,34207902
5934,0.764,0.744,-2.34,0.318,0.511,8197484,87436,23548197
5935,0.88,0.726,-5.855,0.389,0.823,19975260,165989,13099909
5936,0.743,0.516,-8.27,0.273,0.614,14135,399,10061868
5937,0.567,0.711,-4.899,0.486,0.646,612044,7570,8180179
5938,0.401,0.872,-4.91,0.292,0.642,980948,14763,8443052
5939,0.753,0.717,-4.978,0.205,0.645,368172,2854,3856224
5940,0.66,0.869,-5.917,0.187,0.652,4662410,39840,5408119
5941,0.831,0.768,-7.105,0.073,0.858,18167069,62111,41706818
5942,0.69,0.569,-6.806,0.067,0.966,754665,4768,40805463
5943,0.704,0.633,-5.18,0.0689,0.649,165450,698,29537657
5944,0.801,0.621,-7.956,0.0552,0.966,453706,3325,23959284
5945,0.875,0.776,-3.54,0.0812,0.888,1588941,7592,15534794
5946,0.657,0.587,-5.753,0.477,0.696,3191070,14283,19508619
5947,0.323,0.569,-7.12,0.202,0.475,15887036,57036,15601684
5948,0.485,0.621,-6.829,0.189,0.528,564831,3954,15696290
5949,0.579,0.661,-7.51,0.338,0.629,9729957,31736,17806164
5950,0.567,0.703,-8.902,0.172,0.922,5803834,15442,12022057
5951,0.688,0.731,-6.665,0.326,0.566,53007609,346994,21040555
5952,0.528,0.853,-6.398,0.564,0.934,6435262,97286,6450060
5953,0.575,0.577,-6.674,0.264,0.157,71405078,479161,47118409
5954,0.527,0.535,-6.825,0.148,0.158,28012927,296547,13851352
5955,0.307,0.44,-7.575,0.154,0.173,225941,4999,4251280
5956,0.582,0.597,-6.529,0.144,0.337,7647027,67743,4366511
5957,0.723,0.721,-6.746,0.0979,0.578,5381171,49391,4669864
5958,0.559,0.577,-6.975,0.108,0.176,3802884,54245,5415787
5959,0.736,0.76,-4.929,0.121,0.491,2861922,39679,5913657
5960,0.872,0.757,-4.805,0.0483,0.849,2215255,36167,4943735
5961,0.463,0.724,-4.159,0.112,0.664,1756597,10558,30000262
5962,0.502,0.391,-12.374,0.271,0.507,62741840,176463,59059352
5963,0.5,0.672,-8.067,0.0757,0.62,13333781,73654,41179260
5964,0.339,0.412,-11.226,0.171,0.839,579660,4408,24851845
5965,0.314,0.452,-9.411,0.152,0.545,894241,6205,31408291
5966,0.49,0.479,-7.85,0.765,0.373,32725,392,23691147
5967,0.439,0.611,-7.304,0.152,0.574,1578136,8856,23308863
5968,0.474,0.343,-11.827,0.322,0.342,11175,100,21330080
5969,0.682,0.694,-4.634,0.229,0.714,18616068,53863,10758193
5971,0.71,0.831,-7.939,0.0248,0.961,13214943,56498,23516010
5972,0.692,0.747,-7.237,0.0667,0.859,31787751,95190,43721561
5973,0.917,0.5,-8.733,0.0835,0.966,21353311,68297,30670352
5974,0.744,0.593,-7.061,0.114,0.689,27885,441,36039755
5975,0.639,0.577,-7.624,0.278,0.453,1972853,13254,26528528
5976,0.569,0.715,-4.905,0.0787,0.641,50400062,122554,23075347
5977,0.609,0.506,-10.094,0.138,0.808,20252930,50750,13507706
5978,0.508,0.669,-6.576,0.37,0.724,10282647,35304,17031416
5979,0.626,0.685,-8.276,0.142,0.907,10752236,25014,11175528
5980,0.832,0.892,-8.317,0.0332,0.955,4316815,20826,12555486
5981,0.569,0.502,-11.682,0.321,0.541,18177095,104367,20006525
5982,0.796,0.35,-15.182,0.124,0.793,9289903,51481,9334800
5983,0.725,0.404,-12.19,0.206,0.435,18826969,88713,3513904
5984,0.331,0.235,-13.816,0.107,0.252,77179288,623813,17060305
5985,0.743,0.667,-6.956,0.135,0.943,2697670,16646,4816441
5986,0.904,0.389,-13.02,0.108,0.746,2085082,24429,6848767
5987,0.761,0.917,-4.049,0.0603,0.926,120799032,976581,16141151
5988,0.462,0.217,-11.436,0.339,0.388,1797588,28057,3855799
5989,0.866,0.653,-7.006,0.176,0.311,3779718,23806,4850427
5990,0.658,0.386,-9.91,0.348,0.295,7211532,45501,7324110
5991,0.527,0.923,-7.458,0.127,0.899,78042276,581027,319417413
5992,0.32,0.798,-7.078,0.176,0.74,1095640,21264,146196615
5993,0.496,0.849,-6.512,0.102,0.65,27314311,213013,42304496
5994,0.561,0.7,-8.82,0.0723,0.607,501892,7748,10874159
5995,0.485,0.846,-7.63,0.0766,0.743,755347,16388,49416451
5996,0.433,0.756,-7.855,0.124,0.117,1218669,22570,45447935
5997,0.478,0.783,-7.346,0.225,0.746,220858,4601,11176133
5998,0.609,0.399,-10.79,0.109,0.469,14983922,125647,48491142
5999,0.387,0.525,-9.634,0.251,0.258,3740616,39702,22065716
6001,0.694,0.306,-19.315,0.0866,0.521,400385,3724,75959833
6002,0.814,0.418,-15.372,0.099,0.842,4486042,20101,43843415
6003,0.789,0.217,-20.727,0.111,0.876,983969,3991,26260813
6004,0.789,0.411,-14.73,0.144,0.39,4907178,30131,46954804
6005,0.716,0.456,-15.715,0.1,0.783,972632,4228,13319524
6006,0.466,0.188,-18.309,0.082,0.615,304768,2863,12755638
6007,0.707,0.175,-20.196,0.109,0.442,1994724,17638,30771411
6008,0.721,0.621,-14.819,0.154,0.967,437103,2559,8199847
6009,0.828,0.0786,-19.45,0.0769,0.485,1964206,9030,13718511
6010,0.805,0.547,-15.34,0.158,0.751,365878,2825,16799167
6011,0.513,0.88,-4.69,0.0824,0.495,25959906,246293,79362141
6012,0.229,0.949,-3.315,0.153,0.4,813407,21176,4101845
6013,0.333,0.959,-4.348,0.299,0.242,18572939,186362,48379836
