F1,Url_spotify,Track,Url_youtube,Title,Views,Likes,Stream
3357,https://open.spotify.com/artist/2yQf6b8hxahZaT5dHlWaB1,Feel No Pain (feat. Anderson .Paak & Raekwon),https://www.youtube.com/watch?v=Py_T9Pznbf4,Freddie Gibbs - Feel No Pain (ft. Anderson .Paak & Raekwon) [Official Visualizer],255543,6255,3469564
3358,https://open.spotify.com/artist/2yQf6b8hxahZaT5dHlWaB1,"Guillotine (Swordz) (feat. Ghostface Killah, Inspectah Deck & GZA (Genius))",https://www.youtube.com/watch?v=LB5iikR7aT0,Guillotine (Swordz),5092106,72254,19797884
3359,https://open.spotify.com/artist/2yQf6b8hxahZaT5dHlWaB1,Iron Maiden,https://www.youtube.com/watch?v=pf1qgthAf8U,"Ghostface Killah - Iron Maiden (Official Audio) ft. Raekwon, Cappadonna",197531,3977,13013526
3360,https://open.spotify.com/artist/2yQf6b8hxahZaT5dHlWaB1,Incarcerated Scarfaces,https://www.youtube.com/watch?v=1ZYau0hJHFk,Raekwon - Incarcerated Scarfaces (Official Video),784593,13003,10057873
3361,https://open.spotify.com/artist/2yQf6b8hxahZaT5dHlWaB1,Oh Lord,https://www.youtube.com/watch?v=SuZ-pkIwH8s,"Raekwon - Glaciers of Ice (Official Video) ft. Ghostface Killah, Masta Killa",319497,6178,167657
3362,https://open.spotify.com/artist/2yQf6b8hxahZaT5dHlWaB1,The Morning,https://www.youtube.com/watch?v=FMFkjC456lc,The Morning,663573,11040,43964004
3363,https://open.spotify.com/artist/2yQf6b8hxahZaT5dHlWaB1,Criminology (feat. Ghostface Killah),https://www.youtube.com/watch?v=l9oS0BFhA30,Raekwon - Criminology (Official Video) ft. Ghostface Killah,323138,6098,10329664
3364,https://open.spotify.com/artist/2yQf6b8hxahZaT5dHlWaB1,Verbal Intercourse (feat. Ghostface Killah & Nas),https://www.youtube.com/watch?v=g4s6QAF5RAY,12 - Verbal Intercourse (feat. Nas) - Raekwon,2589593,25689,6273492
3365,https://open.spotify.com/artist/2LhsePRtgCo4THVKULQBL7,Gangsta's Paradise (L.V. Version),https://www.youtube.com/watch?v=dnk2Go7efxQ,L.V. - Gangsta's Paradise (L.V. Version),1536015,49455,1009592
3366,https://open.spotify.com/artist/2LhsePRtgCo4THVKULQBL7,Throw Your Hands Up - Treach Version,https://www.youtube.com/watch?v=-wmp7-UbgI8,L.V. - Throw Your Hands Up (feat. Treach) [Music Video],613858,12353,746171
3367,https://open.spotify.com/artist/2LhsePRtgCo4THVKULQBL7,The Wrong Come Up,https://www.youtube.com/watch?v=NRE8ynkkcVg,L.V. - The Wrong Come Up,116168,1339,226115
3368,https://open.spotify.com/artist/2LhsePRtgCo4THVKULQBL7,Crazy Little G's - Part 1,https://www.youtube.com/watch?v=NrOLh1KoOOo,L.V. - Crazy Little G's (Part 1),21838,196,47456
3369,https://open.spotify.com/artist/2LhsePRtgCo4THVKULQBL7,Hey Love,https://www.youtube.com/watch?v=QsrQQH41j5s,L.V. - Hey Love,16012,235,27734
3370,https://open.spotify.com/artist/2LhsePRtgCo4THVKULQBL7,Gangsta's Boogie - Barr 9 Version,https://www.youtube.com/watch?v=_kZFWKKD7mc,L.V. - Gangsta's Boogie (Barr 9 Version),48682,461,61719
3371,https://open.spotify.com/artist/2LhsePRtgCo4THVKULQBL7,I Am L.V.,https://www.youtube.com/watch?v=Ffki3fuJoe8,L.V. - I Am L.V. (Music Video),39909,734,59301
3372,https://open.spotify.com/artist/2LhsePRtgCo4THVKULQBL7,Fire From the Gun,https://www.youtube.com/watch?v=roIrIGoTXqM,L.V. - Fire from the Gun,25608,239,23225
3373,https://open.spotify.com/artist/2LhsePRtgCo4THVKULQBL7,Gangsta's Boogie - Prode'je Version,https://www.youtube.com/watch?v=Q4kFBTy_ZGQ,L.V. - Gangsta's Boogie (Prode'je Version),8173,191,16691
3374,https://open.spotify.com/artist/2LhsePRtgCo4THVKULQBL7,The 'G' Within,https://www.youtube.com/watch?v=8i77Sx1pjgk,L.V. - The 'G' Within,18019,284,23472
3375,https://open.spotify.com/artist/0a1gHP0HAqALbEyxaD5Ngn,Life is a Highway,https://www.youtube.com/watch?v=5tXh_MfrMe0,"Rascal Flatts - Life Is a Highway (From ""Cars""/Official Video)",35837204,581372,496813298
3376,https://open.spotify.com/artist/0a1gHP0HAqALbEyxaD5Ngn,Bless The Broken Road,https://www.youtube.com/watch?v=8-vZlrBYLSU,Rascal Flatts - Bless The Broken Road,32566882,189287,204170035
3377,https://open.spotify.com/artist/0a1gHP0HAqALbEyxaD5Ngn,What Hurts The Most,https://www.youtube.com/watch?v=7qH4qyi1-Ys,Rascal Flatts - What Hurts The Most,180039956,1166071,235890915
3378,https://open.spotify.com/artist/0a1gHP0HAqALbEyxaD5Ngn,My Wish,https://www.youtube.com/watch?v=zGB7IWklW3s,Rascal Flatts ~ My wish for you ~ with lyrics,16414249,160733,117416024
3379,https://open.spotify.com/artist/0a1gHP0HAqALbEyxaD5Ngn,I Like The Sound Of That,https://www.youtube.com/watch?v=TIwKZLcQM0E,Rascal Flatts - I Like The Sound Of That (Official Video),20626221,100299,189971088
3380,https://open.spotify.com/artist/0a1gHP0HAqALbEyxaD5Ngn,Summer Nights,https://www.youtube.com/watch?v=H3Q-LQQW6pA,Rascal Flatts - Summer Nights (Official Video),5819698,22267,40133453
3381,https://open.spotify.com/artist/0a1gHP0HAqALbEyxaD5Ngn,Fast Cars And Freedom,https://www.youtube.com/watch?v=j6H_PUR1GeM,Rascal Flatts - Fast Cars And Freedom,3546255,16987,43054736
3382,https://open.spotify.com/artist/0a1gHP0HAqALbEyxaD5Ngn,I Won't Let Go,https://www.youtube.com/watch?v=4fqPcnuVPR8,Rascal Flatts - I Won't Let Go (Official Video),19438291,124481,43794486
3383,https://open.spotify.com/artist/0a1gHP0HAqALbEyxaD5Ngn,Until Grace,https://www.youtube.com/watch?v=fPvsavY7lnc,Tauren Wells | Rascal Flatts - Until Grace (Visualizer),1255803,18223,12946799
3384,https://open.spotify.com/artist/0a1gHP0HAqALbEyxaD5Ngn,Back To Life,https://www.youtube.com/watch?v=B3jP5diBDb4,Rascal Flatts - Back To Life (Lyric Video),6472940,47557,73574277
3385,https://open.spotify.com/artist/3CAhiUHkUYT1mFtVHM9SHA,Vete Ya,https://www.youtube.com/watch?v=BJhj7KrrPSg,Valentín Elizalde - Vete Ya (Chyron),159373309,839056,191007122
3386,https://open.spotify.com/artist/3CAhiUHkUYT1mFtVHM9SHA,Te Quiero Así,https://www.youtube.com/watch?v=Yqpj6ig-OUc,Valentín Elizalde - Te Quiero Así,84677183,398473,128945221
3387,https://open.spotify.com/artist/3CAhiUHkUYT1mFtVHM9SHA,A Mis Enemigos,https://www.youtube.com/watch?v=iKGohmr_FBE,A Mis Enemigos Video Oficial   Valentín Elizalde  HD,3779220,28453,99290089
3388,https://open.spotify.com/artist/3CAhiUHkUYT1mFtVHM9SHA,Vencedor,https://www.youtube.com/watch?v=FrNTpDH5ruQ,Valentín Elizalde - Vencedor (Chyron),56829450,223115,70225593
3389,https://open.spotify.com/artist/3CAhiUHkUYT1mFtVHM9SHA,Volvere A Amar,https://www.youtube.com/watch?v=4GufI9pKWFI,Valentín Elizalde - Volveré A Amar,138610948,468537,62733326
3390,https://open.spotify.com/artist/3CAhiUHkUYT1mFtVHM9SHA,Ebrio De Amor,https://www.youtube.com/watch?v=lhW9h8GQsBc,Valentín Elizalde - Ebrio De Amor (En Vivo),208736,1635,81049675
3391,https://open.spotify.com/artist/3CAhiUHkUYT1mFtVHM9SHA,La Más Deseada,https://www.youtube.com/watch?v=PK1Pwx8y8GI,Valentín Elizalde - La Más Deseada,42961722,146929,53901033
3392,https://open.spotify.com/artist/3CAhiUHkUYT1mFtVHM9SHA,Lobo Domesticado,https://www.youtube.com/watch?v=nnrp3drhw0k,Valentín Elizalde - Lobo Domesticado,45648270,176343,36277497
3393,https://open.spotify.com/artist/3CAhiUHkUYT1mFtVHM9SHA,Soy Así,https://www.youtube.com/watch?v=1wauorb3vyg,Valentín Elizalde - Soy Así (Chyron),111358468,443756,57950286
3394,https://open.spotify.com/artist/3CAhiUHkUYT1mFtVHM9SHA,"El Pavido Navido - En Vivo Desde Delfos, Guadalajara/2002",https://www.youtube.com/watch?v=gQGEaMuKJNk,Valentín Elizalde - El Pavido Navido (En Vivo),5769693,29731,37551157
3395,https://open.spotify.com/artist/5as8A4G47Ohu9NSWs3Je8U,"Chura Liya Hai Tumne Jo Dil Ko (From ""Yaadon Ki Baaraat"")",https://www.youtube.com/watch?v=iFEuaTY0TDY,"Chura Liya Hai Tumne Jo Dil Ko | 4K Video | Yaadon Ki Baaraat | Zeenat A |Mohammed Rafi, Asha Bhosle",1227512,7294,19610237
3396,https://open.spotify.com/artist/5as8A4G47Ohu9NSWs3Je8U,"Kitaben Bahut Si (From ""Baazigar"")",https://www.youtube.com/watch?v=x2yhiB9_STk,"Kitaben Bahut Si Full Video Song | Baazigar | Shahrukh Khan, Shilpa Shetty |",22402373,124071,14253673
3397,https://open.spotify.com/artist/5as8A4G47Ohu9NSWs3Je8U,Janu Meri Jaan - Shaan / Soundtrack Version,https://www.youtube.com/watch?v=sHzvOKqPSTw,Janu Meri Jaan (Shaan / Soundtrack Version),244602,2453,11086820
3398,https://open.spotify.com/artist/5as8A4G47Ohu9NSWs3Je8U,Abhi Na Jao Chhod Kar,https://www.youtube.com/watch?v=mfEQgoVi7P4,Abhi Na Jaao Chhod Kar | Dev Anand | Sadhana | Mohd Rafi | Asha Bhosle | Hum Dono (1961),6395833,54141,10250858
3399,https://open.spotify.com/artist/5as8A4G47Ohu9NSWs3Je8U,Ajnabi Mujhko Itna Bata,https://www.youtube.com/watch?v=HtC0RSB3yYI,"Ajnabi Mujhko Itna Bata - HD video | Pyaar To Hona Hi Tha | Kajol | Asha Bhosle, Udit Narayan",2110566,13466,7374405
3400,https://open.spotify.com/artist/5as8A4G47Ohu9NSWs3Je8U,Radha Kaise Na Jale,https://www.youtube.com/watch?v=qNnvL0ztJhA,A.R. Rahman - Radha Kaise Na Jale Best Video|Lagaan|Aamir Khan|Asha Bhosle|Udit Narayan,118198528,845136,14608591
3401,https://open.spotify.com/artist/5as8A4G47Ohu9NSWs3Je8U,"O Haseena Zulfonwale Jane Jahan (From ""Teesri Manzil"")",https://www.youtube.com/watch?v=uaTyirMKOBw,O Haseena Zulfon Waali HD 1080p RIZ,4039676,45290,9472473
3402,https://open.spotify.com/artist/5as8A4G47Ohu9NSWs3Je8U,Le Gayi,https://www.youtube.com/watch?v=LI1jbag2zIk,LE GAYE LE GAYE - ASHA BHOSLE From DIL TO PAGAL HAI,361717,2735,7279549
3403,https://open.spotify.com/artist/5as8A4G47Ohu9NSWs3Je8U,"Chehra Kya Dekhte Ho (From ""Salaami"")",https://www.youtube.com/watch?v=c8Cycbt_0XY,"Chehra Kya Dekhte Ho | Kumar Sanu, Asha Bhosle | Salaami 1994 Songs | Ayub Khan",79689957,290075,8551778
3404,https://open.spotify.com/artist/5as8A4G47Ohu9NSWs3Je8U,Zara Sa Jhoom Loon Main,https://www.youtube.com/watch?v=kjUTs76Gnks,"Lyrical | Zara Sa Jhoom Loon Main | Dilwale Dulhania Le Jayenge | Shah Rukh Khan, Kajol | DDLJ Songs",178272184,705064,11778938
3405,https://open.spotify.com/artist/0PN0fbe41KbuzlRYnoajNm,Triste Recuerdo,https://www.youtube.com/watch?v=8ZC0F__a9I8,Antonio Aguilar - Tristes Recuerdos (Con Mariachi),57007538,156733,63650361
3406,https://open.spotify.com/artist/0PN0fbe41KbuzlRYnoajNm,Bandido De Amores,https://www.youtube.com/watch?v=w_D-xd4Dx_E,antonio aguilar-bandido de amores,4380864,18399,53367571
3407,https://open.spotify.com/artist/0PN0fbe41KbuzlRYnoajNm,El Hijo Desobediente,https://www.youtube.com/watch?v=dU-jYM1fikE,El Hijo Desobediente - Antonio Aguilar - A Diez Anos De Su Adios,46340499,169882,57113985
3408,https://open.spotify.com/artist/0PN0fbe41KbuzlRYnoajNm,Un Puño De Tierra,https://www.youtube.com/watch?v=Iv3T2Y1QJ7M,Antonio Aguilar - Un Puño De Tierra,110698884,304203,56381934
3409,https://open.spotify.com/artist/0PN0fbe41KbuzlRYnoajNm,Nadie Es Eterno,https://www.youtube.com/watch?v=fdDKL5j9Sng,Antonio Aguilar - Nadie es Eterno en el Mundo.,66228796,285795,38888768
3410,https://open.spotify.com/artist/0PN0fbe41KbuzlRYnoajNm,Lamberto Quintero,https://www.youtube.com/watch?v=Dkvi19dQRUI,Antonio Aguilar - Lamberto Quintero,22207958,43581,43729700
3411,https://open.spotify.com/artist/0PN0fbe41KbuzlRYnoajNm,Que Me Entierren Con La Banda,https://www.youtube.com/watch?v=Fi2BBrb-hZQ,Antonio Aguilar - Que Me Entierren Con La Banda (Visualizer Oficial),3261083,15625,30406464
3412,https://open.spotify.com/artist/0PN0fbe41KbuzlRYnoajNm,Busca Otro Amor,https://www.youtube.com/watch?v=zTwBR2VJIt8,Antonio Aguilar - Busca Otro Amor (Audio Oficial),1188448,6785,17339909
3413,https://open.spotify.com/artist/0PN0fbe41KbuzlRYnoajNm,De Mañana En Ocho Días,https://www.youtube.com/watch?v=P88Hp0HCZN4,Antonio Aguilar - De Mañana en Ocho Días (Audio Oficial),878256,7702,11773793
3414,https://open.spotify.com/artist/0PN0fbe41KbuzlRYnoajNm,Gabino Barrera,https://www.youtube.com/watch?v=N8LuMgUJ7sY,Antonio Aguilar - Gabino Barrera,42667649,73517,32534864
3415,https://open.spotify.com/artist/1iIxNEvPPmdFIIP0tdpw6G,No Hay Novedad,https://www.youtube.com/watch?v=nEUNIj_n9Yo,Los Cadetes De Linares - No Hay Novedad   (Video Oficial),50261,630,110237376
3416,https://open.spotify.com/artist/1iIxNEvPPmdFIIP0tdpw6G,Los Dos Amigos,https://www.youtube.com/watch?v=z9IgdlsXlWQ,Los Cadetes de Linares   Los Dos Amigos Video Oficial,2366,37,106851674
3417,https://open.spotify.com/artist/1iIxNEvPPmdFIIP0tdpw6G,El Palomito,https://www.youtube.com/watch?v=nhGPMVTahGE,LOS CADETES DE LINARES  EL PALOMITO,3686185,19457,73929538
3418,https://open.spotify.com/artist/1iIxNEvPPmdFIIP0tdpw6G,Una Pagina Mas,https://www.youtube.com/watch?v=IzxvKCuVqMA,Los Cadetes de Linares - Una Pagina Mas (Video Original),147924,3039,57158105
3419,https://open.spotify.com/artist/1iIxNEvPPmdFIIP0tdpw6G,Las Tres Tumbas,https://www.youtube.com/watch?v=2oiBRonXGKI,Los Cadetes De Linares-Las Tres Tumbas (video official),16168144,49026,64381251
3420,https://open.spotify.com/artist/1iIxNEvPPmdFIIP0tdpw6G,El Asesino,https://www.youtube.com/watch?v=jLhXYVjI0vg,Los Cadetes De Linares - El Asesino    (Video Oficial 2),376400,3401,37027080
3421,https://open.spotify.com/artist/1iIxNEvPPmdFIIP0tdpw6G,Una Lagrima y Un Recuerdo,https://www.youtube.com/watch?v=0n6bts6ZXW8,Una lagrima y un recuerdo - los cadetes de linares,110560,1554,36056966
3422,https://open.spotify.com/artist/1iIxNEvPPmdFIIP0tdpw6G,Prenda Querida,https://www.youtube.com/watch?v=jGeLFgpe04A,Prenda Querida  Los Orig  Cadetes de Linares,8028,115,31016531
3423,https://open.spotify.com/artist/1iIxNEvPPmdFIIP0tdpw6G,Pistoleros Famosos,https://www.youtube.com/watch?v=RQ-6oE77Rug,Pistoleros Famosos- Los Cadetes De Linares,3919508,14906,24959742
3424,https://open.spotify.com/artist/1iIxNEvPPmdFIIP0tdpw6G,Cruzando el Puente,https://www.youtube.com/watch?v=8i61lsAtooY,Cruzando el Puente/Los Cadetes de Linares,100482,1188,14658092
3425,https://open.spotify.com/artist/5LhTec3c7dcqBvpLRWbMcf,All Caps,https://www.youtube.com/watch?v=gSJeHDlhYls,Madvillain - All Caps,8438660,178461,92371658
3426,https://open.spotify.com/artist/5LhTec3c7dcqBvpLRWbMcf,Meat Grinder,https://www.youtube.com/watch?v=FoasIcgem0w,Meat Grinder,1311366,20846,61507232
3427,https://open.spotify.com/artist/5LhTec3c7dcqBvpLRWbMcf,Fancy Clown,https://www.youtube.com/watch?v=NYpXwlGT7XE,Madvillain - Fancy Clown,3740408,53352,44020873
3428,https://open.spotify.com/artist/5LhTec3c7dcqBvpLRWbMcf,Accordion,https://www.youtube.com/watch?v=KaYFo7kfFrk,Madvillain (MF DOOM & Madlib) - Accordion [Music Video] (4K Upscale),24367,1298,62923689
3429,https://open.spotify.com/artist/5LhTec3c7dcqBvpLRWbMcf,Raid,https://www.youtube.com/watch?v=weWTuvdL-LQ,Madvillain - Raid,5595942,59077,39094279
3430,https://open.spotify.com/artist/5LhTec3c7dcqBvpLRWbMcf,Figaro,https://www.youtube.com/watch?v=I4P5RR4jPGg,Figaro,1157756,17671,39707839
3431,https://open.spotify.com/artist/5LhTec3c7dcqBvpLRWbMcf,Curls,https://www.youtube.com/watch?v=tv2q9vQ7GOI,Curls,229788,3988,28615544
3432,https://open.spotify.com/artist/5LhTec3c7dcqBvpLRWbMcf,Bistro,https://www.youtube.com/watch?v=tnSq9QSidY0,Madvillian (MF DOOM & Madlib) - Bistro (Instrumental),6962,269,17983530
3433,https://open.spotify.com/artist/5LhTec3c7dcqBvpLRWbMcf,Crime Pays,https://www.youtube.com/watch?v=u8R7fmLYgi4,Freddie Gibbs & Madlib - Crime Pays (Official),4595161,109040,34217385
3434,https://open.spotify.com/artist/5LhTec3c7dcqBvpLRWbMcf,America's Most Blunted,https://www.youtube.com/watch?v=jytxkJUM_7U,Madvillain - America's Most Blunted,1547412,12292,18674051
3435,https://open.spotify.com/artist/7u9m43vPVTERaALXXOzrRq,Nieves De Enero,https://www.youtube.com/watch?v=475DMIsiuBw,Chalino Sánchez - Nieves de Enero (En Vivo),261100585,891913,152470792
3436,https://open.spotify.com/artist/7u9m43vPVTERaALXXOzrRq,Alma Enamorada,https://www.youtube.com/watch?v=dMNBjH--74w,Chalino Sánchez - Alma Enamorada (En Vivo),134482901,787718,110585370
3437,https://open.spotify.com/artist/7u9m43vPVTERaALXXOzrRq,El Crimen De Culiacán,https://www.youtube.com/watch?v=khM8pnYuWdE,El crimen de culiacan - chalino sanches,23246957,117272,50782267
3438,https://open.spotify.com/artist/7u9m43vPVTERaALXXOzrRq,Los Chismes,https://www.youtube.com/watch?v=RgEcmnFPeTw,Chalino Sánchez - Los Chismes (En Vivo),67556932,244972,65384983
3439,https://open.spotify.com/artist/7u9m43vPVTERaALXXOzrRq,Armando Aguirre,https://www.youtube.com/watch?v=6FPZMwapcn4,Chalino Sánchez - Armando Aguirre,2700768,35943,7388727
3440,https://open.spotify.com/artist/7u9m43vPVTERaALXXOzrRq,Baraja de Oro,https://www.youtube.com/watch?v=JRXGm2w7s-8,Baraja de oro - chalino sanchez,73913,901,24715953
3441,https://open.spotify.com/artist/7u9m43vPVTERaALXXOzrRq,Prenda Del Alma,https://www.youtube.com/watch?v=IDKvGMSJFD8,Chalino Sánchez - Prenda del Alma (En Vivo),57282890,222101,55860414
3442,https://open.spotify.com/artist/7u9m43vPVTERaALXXOzrRq,Mario Peralta,https://www.youtube.com/watch?v=XXF5ZEwhz9E,Chalino Sánchez - Mario Peralta,5036947,28730,31514922
3443,https://open.spotify.com/artist/7u9m43vPVTERaALXXOzrRq,Florita Del Alma,https://www.youtube.com/watch?v=12coEr6QJHU,Chalino Sánchez – Florita del Alma (Letra Oficial),1274237,10097,41792573
3444,https://open.spotify.com/artist/7u9m43vPVTERaALXXOzrRq,El Navegante,https://www.youtube.com/watch?v=r2l13TqRR-g,Chalino Sánchez - El Navegante (En Vivo),33742185,114056,18564188
3445,https://open.spotify.com/artist/44WCHvwXBOMz6nm7Mu2ReO,Tu Traición,https://www.youtube.com/watch?v=RDp20ddLf-k,Grupo Bryndis - Tu Traición,77787200,230711,93090214
3446,https://open.spotify.com/artist/44WCHvwXBOMz6nm7Mu2ReO,Amor Prohibido,https://www.youtube.com/watch?v=SgP_YZjG9zA,Grupo Bryndis - Amor Prohibido,18200155,66678,99210912
3447,https://open.spotify.com/artist/44WCHvwXBOMz6nm7Mu2ReO,"Quizás Si, Quizás No",https://www.youtube.com/watch?v=cgTuDu8sLZQ,"Grupo Bryndis - Quizás Si, Quizás No (Video Oficial)",59585757,181301,54150243
3448,https://open.spotify.com/artist/44WCHvwXBOMz6nm7Mu2ReO,Te Esperaré,https://www.youtube.com/watch?v=ZEalW_56FcI,Grupo Bryndis - Te Esperaré,27713316,123299,43995285
3449,https://open.spotify.com/artist/44WCHvwXBOMz6nm7Mu2ReO,La Chica Del Este,https://www.youtube.com/watch?v=LKvmRrAkR9I,"Grupo Bryndis - La Chica Del Este ""Morango Do Nordeste""",36934654,152019,
3450,https://open.spotify.com/artist/44WCHvwXBOMz6nm7Mu2ReO,Vas A Sufrir,https://www.youtube.com/watch?v=3tKpP2tbp_g,Grupo Bryndis - Vas A Sufrir (Video Oficial),129581232,289059,44005908
3451,https://open.spotify.com/artist/44WCHvwXBOMz6nm7Mu2ReO,La Última Canción,https://www.youtube.com/watch?v=dCYSfOyFOjg,Grupo Bryndis - La Última Canción (Video Oficial),256216034,527979,36059918
3452,https://open.spotify.com/artist/44WCHvwXBOMz6nm7Mu2ReO,Te Vas Con El - Poema,https://www.youtube.com/watch?v=LTDsBj8J3uI,Grupo bryndis - Te vas con el,76185,826,49859442
3453,https://open.spotify.com/artist/44WCHvwXBOMz6nm7Mu2ReO,Pero Tú No Estás,https://www.youtube.com/watch?v=5Hb1Iy0vtfQ,Bryndis - Pero Tu No Estas,2926081,18317,14285482
3454,https://open.spotify.com/artist/44WCHvwXBOMz6nm7Mu2ReO,Por Qué Me Enamoré,https://www.youtube.com/watch?v=s8cu2lIveB0,Grupo Bryndis - Por Qué Me Enamoré (Video Oficial),36895815,91754,23381834
3455,https://open.spotify.com/artist/5CGtBYmVPeLhI1kM2Fn9Gv,"A Mí, ¿Qué Me Quedó?",https://www.youtube.com/watch?v=CvruRNYCj-Q,Los Invasores De Nuevo Leon - A Mi Que Me Quedo,5649474,18276,80711242
3456,https://open.spotify.com/artist/5CGtBYmVPeLhI1kM2Fn9Gv,Respeta Mi Dolor,https://www.youtube.com/watch?v=_usuYrcgJcQ,Respeta Mi Dolor,124732,813,87925022
3457,https://open.spotify.com/artist/5CGtBYmVPeLhI1kM2Fn9Gv,Playa Sola,https://www.youtube.com/watch?v=LQKsB5OKhjo,Banda MS ft Los Invasores de Nuevo León - Playa Sola (Video Oficial),14409861,83428,57654380
3458,https://open.spotify.com/artist/5CGtBYmVPeLhI1kM2Fn9Gv,Laurita Garza,https://www.youtube.com/watch?v=zrExlFi0_qY,Los Invasores de Nuevo León / 30 Aniversario / Laurita Garza ( Video Oficial ),197251,958,64516805
3459,https://open.spotify.com/artist/5CGtBYmVPeLhI1kM2Fn9Gv,Aguanta Corazón,https://www.youtube.com/watch?v=4N7WxBrD5Pw,Los invasores de Nuevo Leon - Aguanta corazon,66762,892,50196387
3460,https://open.spotify.com/artist/5CGtBYmVPeLhI1kM2Fn9Gv,Eslabón Por Eslabón,https://www.youtube.com/watch?v=ULBbgpFmM0A,Los Invasores de Nuevo León / 30 Aniversario / Eslabón Por Eslabón ( Video Oficial ),970957,4550,51946198
3461,https://open.spotify.com/artist/5CGtBYmVPeLhI1kM2Fn9Gv,Total Ya Se Fue,https://www.youtube.com/watch?v=1gWrpqtWyZc,Los Invasores De Nuevo Leon - Total Ya Se Fue,11256541,36858,27576459
3462,https://open.spotify.com/artist/5CGtBYmVPeLhI1kM2Fn9Gv,Clave 7,https://www.youtube.com/watch?v=LAK3vXOMsLY,Los Invasores de Nuevo Leon   La Clave 7,143404,871,25000805
3463,https://open.spotify.com/artist/5CGtBYmVPeLhI1kM2Fn9Gv,Ya No Te Amo,https://www.youtube.com/watch?v=wYwaHKyVfm4,INVASORES DE NUEVO LEON YA NO TE AMO,8162761,30395,24763868
3464,https://open.spotify.com/artist/5CGtBYmVPeLhI1kM2Fn9Gv,Mi Caballo Pobre,https://www.youtube.com/watch?v=r3zgwSbG6xE,Los Invasores de Nuevo León / 30 Aniversario / Mi Caballo Pobre ( Video Oficial ),745957,2925,13945758
3465,https://open.spotify.com/artist/5Xpg6PBSUOoho2lI9qLjiu,"Kaadhal kaditham (From ""Jodi"")",https://www.youtube.com/watch?v=8gWstqAJOdc,Kaadhal Kaditham Official Video | Full HD | Jodi  | A. R. Rahman | Prashanth | Simran | Vairamuthu,6843270,37167,11592953
3466,https://open.spotify.com/artist/5Xpg6PBSUOoho2lI9qLjiu,Aasai Athigam,https://www.youtube.com/watch?v=iDVEMZF4xQs,Aasai athigam vachu Song இசைஞானி இசையில் S.ஜானகி பாடிய பாடல் ஆசை அதிகம் வச்சு ...,8789195,49922,8378241
3467,https://open.spotify.com/artist/5Xpg6PBSUOoho2lI9qLjiu,Sundari,https://www.youtube.com/watch?v=Wq8UBBHL0Sc,Sundari Kannal Oru Sedhi | Andrum Indrum Mellisai Vizha 1999 | Singapore,95060,1492,14501234
3468,https://open.spotify.com/artist/5Xpg6PBSUOoho2lI9qLjiu,Ooru Sanam Thoongidichu,,,,,7857267
3469,https://open.spotify.com/artist/5Xpg6PBSUOoho2lI9qLjiu,Kodiyile Malliyapoo,https://www.youtube.com/watch?v=rbEVKl_Z60k,"கொடியிலே மல்லியப்பூ | Kodiyile Malliyapoo | P. Jayachandran, S. Janaki Hit Song",16613,160,4454275
3470,https://open.spotify.com/artist/5Xpg6PBSUOoho2lI9qLjiu,Yaar Bina Chain Kanha Ray,https://www.youtube.com/watch?v=yVImQoGNdTE,Yaar Bina Chain Kahan Re (HD) | Saaheb Song | Anil Kapoor | Amrita Singh | Bappi lahiri Retro Hits,27874128,155989,7307395
3471,https://open.spotify.com/artist/5Xpg6PBSUOoho2lI9qLjiu,Chinna Chinna Vanna Kuyil,https://www.youtube.com/watch?v=y6_fmofhT-w,Chinna Chinna Vanna Kuyil HD Video Song | Mouna Ragam HD Video Songs | Mohan | Revathi | Ilaiyaraaja,545322,4514,3884790
3472,https://open.spotify.com/artist/5Xpg6PBSUOoho2lI9qLjiu,Vaa Vennila Unnaithane,https://www.youtube.com/watch?v=9VMs5JITg5Q,Vaa Vennila Unnai Thane HD Video -- Mella Thiranthathu Kadhavu -- Ilayaraja  M S V Tamil Hit Song,2401564,14309,6148824
3473,https://open.spotify.com/artist/5Xpg6PBSUOoho2lI9qLjiu,Malare,https://www.youtube.com/watch?v=gRjKULlhot4,"Karna - Malare Mounama Video | Arjun, Ranjitha | Vidyasagar",45658802,207698,8344551
3474,https://open.spotify.com/artist/5Xpg6PBSUOoho2lI9qLjiu,Putham Puthu Kaalai,https://www.youtube.com/watch?v=mLelVevamDM,S. JANAKI | Putham pudhu kaalai,2595,33,6122957
3475,https://open.spotify.com/artist/2wPsNCwhEGb0KvChZ5DD52,Raja Raja Chozhan,https://www.youtube.com/watch?v=Rgx-goobQI4,ராஜ ராஜ சோழன் நான் | Raja Raja Chozhan Naan  | K. J. Yesudas Evergreen Hit Song,5609149,24478,8511833
3476,https://open.spotify.com/artist/2wPsNCwhEGb0KvChZ5DD52,"Mizhiyariyaathe - Version, 1",https://www.youtube.com/watch?v=QOkf19g5N8U,"Mizhiyariyaathe (Version, 1)",165584,982,6101296
3477,https://open.spotify.com/artist/2wPsNCwhEGb0KvChZ5DD52,Kanne Kalaimaane,https://www.youtube.com/watch?v=K7Hfdo0q11I,Kanne Kalaimaane Lyric Video | Moondram Pirai | Ilaiyaraaja | Kannadasan | KJ Yesudas | Kamal Haasan,336203,3170,5103622
