F1,Url_spotify,Track,Url_youtube,Title,Views,Likes,Stream
8546,https://open.spotify.com/artist/7lzordPuZEXxwt9aoVZYmG,Sweet Sixteen,https://www.youtube.com/watch?v=ClxXDfvtoj0,Billy Idol - Sweet Sixteen (Official Music Video),23971744,145793,
8547,https://open.spotify.com/artist/4PhdYoQGH8s1xee81dqQOO,Quero Ser Feliz Também - Ao Vivo,https://www.youtube.com/watch?v=Ut-1REf0cXk,Natiruts - Quero Ser Feliz Também (Video Ao Vivo),397441,6144,156361472
8548,https://open.spotify.com/artist/4PhdYoQGH8s1xee81dqQOO,Andei Só - Ao Vivo,https://www.youtube.com/watch?v=OWG5WYFAqJ8,Natiruts - Andei Só (Video Ao Vivo),1608363,10096,87897413
8549,https://open.spotify.com/artist/4PhdYoQGH8s1xee81dqQOO,Você Me Encantou Demais - Ao Vivo,https://www.youtube.com/watch?v=Z3E60Fc0b6o,Natiruts - Você Me Encantou Demais (Natiruts Acústico Ao Vivo no Rio de Janeiro),69603459,279864,56726948
8550,https://open.spotify.com/artist/4PhdYoQGH8s1xee81dqQOO,Me Namora (feat. Edu Ribeiro) - Natiruts Reggae Brasil - Ao Vivo,https://www.youtube.com/watch?v=akpfMSn9mMw,Natiruts - Me Namora (Natiruts Reggae Brasil - Ao Vivo) ft. Edu Ribeiro,16575925,132507,64162258
8551,https://open.spotify.com/artist/4PhdYoQGH8s1xee81dqQOO,"Sorri, Sou Rei (KVSH Remix)",https://www.youtube.com/watch?v=NfrNi9EUCvU,"KVSH, Natiruts - Sorri, Sou Rei (KVSH Remix) (Pseudo Video) ft. Natiruts",26305826,241937,49951052
8552,https://open.spotify.com/artist/4PhdYoQGH8s1xee81dqQOO,"Sorri, Sou Rei (feat. Claudia Leitte)",https://www.youtube.com/watch?v=tRmtL8yxcSA,"Natiruts - Sorri, Sou Rei (Natiruts Acústico Ao Vivo no Rio de Janeiro)",166657715,793747,88951071
8553,https://open.spotify.com/artist/4PhdYoQGH8s1xee81dqQOO,Liberdade Pra Dentro da Cabeça - Ao Vivo,https://www.youtube.com/watch?v=nCW9480JM-o,Natiruts - Liberdade pra Dentro da Cabeça (Video Ao Vivo),1279207,11534,42107508
8554,https://open.spotify.com/artist/4PhdYoQGH8s1xee81dqQOO,Natiruts Reggae Power - Ao Vivo,https://www.youtube.com/watch?v=UNNOHk60ojk,Natiruts - Natiruts Reggae Power (Video Ao Vivo),5998976,55197,29330250
8555,https://open.spotify.com/artist/4PhdYoQGH8s1xee81dqQOO,Tudo Vai Dar Certo,https://www.youtube.com/watch?v=95sIqFXh6j0,"Natiruts, Amani Kush - Tudo Vai Dar Certo (Lyric Video)",14617368,154935,24192861
8556,https://open.spotify.com/artist/4PhdYoQGH8s1xee81dqQOO,Pérola Negra (feat. Luiz Melodia) - Ao Vivo,https://www.youtube.com/watch?v=JZqFoTIAJj8,Natiruts - Pérola Negra (Natiruts Acústico Ao Vivo no Rio de Janeiro) ft. Luiz Melodia,23004311,53384,31806802
8557,https://open.spotify.com/artist/5ZqnEfVdEGmoPxtELhN7ai,Diablo,https://www.youtube.com/watch?v=6lrgqIhWe1c,"Beret, Estopa - Diablo (Videoclip Oficial)",4838335,54954,26310903
8558,https://open.spotify.com/artist/5ZqnEfVdEGmoPxtELhN7ai,Como Camarón,https://www.youtube.com/watch?v=JmP89cIGJZM,Estopa - Como Camaron (Videoclip),39784123,132516,95053016
8559,https://open.spotify.com/artist/5ZqnEfVdEGmoPxtELhN7ai,Tu Calorro,https://www.youtube.com/watch?v=uBFdSyDkPOU,Estopa - Tu Calorro (Videoclip) (En Directo),25537515,72627,79802096
8560,https://open.spotify.com/artist/5ZqnEfVdEGmoPxtELhN7ai,Ay Haiti!,https://www.youtube.com/watch?v=oDUQh1tALAE,Ay Haiti (Videoclip),218111,2002,61921081
8561,https://open.spotify.com/artist/5ZqnEfVdEGmoPxtELhN7ai,Vino Tinto,https://www.youtube.com/watch?v=NOjgze5Nmzc,Estopa - Vino Tinto,53563009,152529,58892021
8562,https://open.spotify.com/artist/5ZqnEfVdEGmoPxtELhN7ai,Por la Raja de Tu Falda,https://www.youtube.com/watch?v=wECwsE4yNSQ,Estopa - La Raja de Tu Falda (Videoclip) (En Directo),27970355,105571,62463879
8563,https://open.spotify.com/artist/5ZqnEfVdEGmoPxtELhN7ai,Camiseta de Rokanrol,https://www.youtube.com/watch?v=ZxwUkc_DzYY,"Estopa, Fito y Fitipaldis - Camiseta de Rokanrol (Video Oficial)",8553848,83669,13046092
8564,https://open.spotify.com/artist/5ZqnEfVdEGmoPxtELhN7ai,Cacho a Cacho,https://www.youtube.com/watch?v=USlpL-t98_8,Estopa - Cacho A Cacho (Videoclip) (En Directo),13463903,31013,35066598
8565,https://open.spotify.com/artist/5ZqnEfVdEGmoPxtELhN7ai,Paseo,https://www.youtube.com/watch?v=w3xgfoaD9KA,"Estopa ""Paseo"" HD",6376678,25094,40002969
8566,https://open.spotify.com/artist/5ZqnEfVdEGmoPxtELhN7ai,Rumbapop,https://www.youtube.com/watch?v=EKemYwyCpWY,"Pole., Estopa - Rumbapop (Video Oficial)",2520358,25012,9609907
8567,https://open.spotify.com/artist/5LeiVcEnsZcwc133TUhJNW,LAS 12,https://www.youtube.com/watch?v=ZwZfcO3zhg0,"Ana Mena, Belinda - LAS 12",32239731,213202,64609828
8568,https://open.spotify.com/artist/5LeiVcEnsZcwc133TUhJNW,Amor A Primera Vista,https://www.youtube.com/watch?v=SlgtjRq5AXs,"Los Ángeles Azules, Belinda, Lalo Ebratt - Amor A Primera Vista ft. Horacio Palencia",721703266,1950231,
8569,https://open.spotify.com/artist/5LeiVcEnsZcwc133TUhJNW,La Niña de la Escuela,https://www.youtube.com/watch?v=0jNg2lG2dQg,"Lola Indigo, TINI, Belinda - Niña de la Escuela (Official Video)",233501982,1617797,133052658
8570,https://open.spotify.com/artist/5LeiVcEnsZcwc133TUhJNW,Resistiré,https://www.youtube.com/watch?v=uBGlv05JUJI,Resistiré México (Video Oficial),15922784,260405,48533462
8571,https://open.spotify.com/artist/5LeiVcEnsZcwc133TUhJNW,Ay Haiti!,https://www.youtube.com/watch?v=oDUQh1tALAE,Ay Haiti (Videoclip),218111,2002,61921081
8572,https://open.spotify.com/artist/5LeiVcEnsZcwc133TUhJNW,Bella Traicion,https://www.youtube.com/watch?v=JzWybUoQN4A,Belinda - Bella Traicion,40180380,179954,36539691
8573,https://open.spotify.com/artist/5LeiVcEnsZcwc133TUhJNW,Ángel - Once in Your Lifetime,https://www.youtube.com/watch?v=a2Ry5651Trc,Belinda - Ángel (Once in Your Lifetime) (Official Video) [HD],2841,97,41775156
8574,https://open.spotify.com/artist/5LeiVcEnsZcwc133TUhJNW,Luz Sin Gravedad,https://www.youtube.com/watch?v=wNKUxtV1VJE,Belinda - Luz Sin Gravedad,79670207,436350,51802765
8575,https://open.spotify.com/artist/5LeiVcEnsZcwc133TUhJNW,Si Nos Dejan,https://www.youtube.com/watch?v=xA4O9-yGsPQ,"Christian Nodal, Belinda - Si Nos Dejan (LETRA)",4003993,54765,32183488
8576,https://open.spotify.com/artist/5LeiVcEnsZcwc133TUhJNW,Me Encantaría,https://www.youtube.com/watch?v=LGczHhI5GxU,"Abraham Mateo, Belinda - Me Encantaría (Official Video)",2802175,52745,3174503
8577,https://open.spotify.com/artist/0XKOBt59crntr7HQXXO8Yz,Neon Moon,,,,,187577925
8578,https://open.spotify.com/artist/0XKOBt59crntr7HQXXO8Yz,"1, 2 Many",,,,,142046437
8579,https://open.spotify.com/artist/0XKOBt59crntr7HQXXO8Yz,Boot Scootin' Boogie,,,,,148149154
8580,https://open.spotify.com/artist/0XKOBt59crntr7HQXXO8Yz,My Maria,,,,,131555459
8581,https://open.spotify.com/artist/0XKOBt59crntr7HQXXO8Yz,Brand New Man - with Luke Combs,,,,,98432729
8582,https://open.spotify.com/artist/0XKOBt59crntr7HQXXO8Yz,Red Dirt Road,,,,,135333873
8583,https://open.spotify.com/artist/0XKOBt59crntr7HQXXO8Yz,Neon Moon - with Kacey Musgraves,,,,,78444211
8584,https://open.spotify.com/artist/0XKOBt59crntr7HQXXO8Yz,Brand New Man,https://www.youtube.com/watch?v=QzfRSm3Z01E,Brooks (DJ-set) | SLAM!,33246,1155,59177434
8585,https://open.spotify.com/artist/0XKOBt59crntr7HQXXO8Yz,Ain't Nothing 'Bout You,,,,,56788373
8586,https://open.spotify.com/artist/0XKOBt59crntr7HQXXO8Yz,Hard Workin' Man,,,,,36597993
8587,https://open.spotify.com/artist/0GpuSge5ffZ053NhXxgQkV,Belleza De Cantina,https://www.youtube.com/watch?v=vTFxjalnZ0Y,Cardenales De Nuevo León - Belleza De Cantina (Video Oficial),10238257,86553,227738259
8588,https://open.spotify.com/artist/0GpuSge5ffZ053NhXxgQkV,Mi Cómplice,https://www.youtube.com/watch?v=nph0Pt91dEE,Cardenales De Nuevo León - Mi Cómplice (Video Oficial),290997367,802594,118559214
8589,https://open.spotify.com/artist/0GpuSge5ffZ053NhXxgQkV,Quiero Que Sepas,https://www.youtube.com/watch?v=lMKcikrIEw8,Cardenales De Nuevo León - Quiero Que Sepas,4275956,21759,68634733
8590,https://open.spotify.com/artist/0GpuSge5ffZ053NhXxgQkV,Compré Una Cantina,https://www.youtube.com/watch?v=jLXmbzXw7C8,Cardenales De Nuevo León - Compré Una Cantina (Video Oficial),28085404,87083,50206988
8591,https://open.spotify.com/artist/0GpuSge5ffZ053NhXxgQkV,El Primer Tonto,https://www.youtube.com/watch?v=yKlS2y9krXk,Cardenales De Nuevo León - El Primer Tonto,16383884,65623,46177227
8592,https://open.spotify.com/artist/0GpuSge5ffZ053NhXxgQkV,Que Nadie Sepa,https://www.youtube.com/watch?v=8wvp2us64rQ,Cardenales de Nuevo León - Que nadie sepa (Video Oficial),63927746,211000,67700052
8593,https://open.spotify.com/artist/0GpuSge5ffZ053NhXxgQkV,Necesito Decírtelo,https://www.youtube.com/watch?v=3Mz6vs3aPyo,Cardenales De Nuevo León - Necesito Decírtelo (Video Oficial),93129507,286600,48070288
8594,https://open.spotify.com/artist/0GpuSge5ffZ053NhXxgQkV,No Te Extraño,https://www.youtube.com/watch?v=Vyn0uJO9jHE,Cardenales De Nuevo León - No Te Extraño (Video Oficial),54153214,129523,21388831
8595,https://open.spotify.com/artist/0GpuSge5ffZ053NhXxgQkV,Si Yo Fuera Él,https://www.youtube.com/watch?v=K27gsEHchKc,Cardenales De Nuevo León - Si Yo Fuera Él (Versión Banda),14914399,57354,48805946
8596,https://open.spotify.com/artist/0GpuSge5ffZ053NhXxgQkV,Soy Lo Peor,https://www.youtube.com/watch?v=QhLJh2VerBo,Cardenales De Nuevo León - Soy Lo Peor (Video Oficial),34091215,105029,34235387
8597,https://open.spotify.com/artist/38EmEgXkgK51MT2tPY0EoC,Jingle Bell Rock,https://www.youtube.com/watch?v=ZnDmmiiFSUU,Bobby Helms - Jingle Bell Rock (Official Video),11833849,58351,737125860
8598,https://open.spotify.com/artist/38EmEgXkgK51MT2tPY0EoC,My Special Angel,https://www.youtube.com/watch?v=eAjTxQ9hkTY,"Bobby Helms ""My Special Angel"" on The Ed Sullivan Show",101943,1635,3804443
8599,https://open.spotify.com/artist/38EmEgXkgK51MT2tPY0EoC,Captain Santa Claus,https://www.youtube.com/watch?v=KVAKAArBEb0,"Helms, Bobby - Captain Santa Claus - 1957",6472,107,1305004
8600,https://open.spotify.com/artist/38EmEgXkgK51MT2tPY0EoC,Fraulein,https://www.youtube.com/watch?v=c1lMgiaQSN4,Bobby Helms - Fraulein [1956] & Answer Song.,2561436,10485,1243914
8601,https://open.spotify.com/artist/38EmEgXkgK51MT2tPY0EoC,I Wanna Go To Santa Claus Land,https://www.youtube.com/watch?v=v5w-T1PVQfk,Bobby Helms -  I Wanna Go To Santa Claus Land,4109,35,232020
8602,https://open.spotify.com/artist/38EmEgXkgK51MT2tPY0EoC,Jingle Bell Rock (Special Nashville Edition),https://www.youtube.com/watch?v=p6A1ud4t6yA,Jingle Bell Rock (Special Nashville Edition),11465,82,431282
8603,https://open.spotify.com/artist/38EmEgXkgK51MT2tPY0EoC,Sugar Moon,https://www.youtube.com/watch?v=GKGtPZv9POc,Bobby Helms - Sugar Moon (Feat. The Anita Kerr Singers),5343,49,266245
8604,https://open.spotify.com/artist/38EmEgXkgK51MT2tPY0EoC,Fraulein - Single Version,https://www.youtube.com/watch?v=c1lMgiaQSN4,Bobby Helms - Fraulein [1956] & Answer Song.,2561436,10485,394534
8605,https://open.spotify.com/artist/38EmEgXkgK51MT2tPY0EoC,(You Are) My Special Angel,https://www.youtube.com/watch?v=gfvMizNGUv8,Bobby Helms - You are my special Angel (1957),4089581,29891,239803
8606,https://open.spotify.com/artist/38EmEgXkgK51MT2tPY0EoC,Here Comes Santa Claus,https://www.youtube.com/watch?v=l-luDv7NMEI,Bobby Helms -  Here Comes Santa Claus,6163,33,50662
8607,https://open.spotify.com/artist/03r4iKL2g2442PT9n2UKsx,Sabotage,https://www.youtube.com/watch?v=z5rRZdiu1UE,Beastie Boys - Sabotage,111775988,699087,298200376
8608,https://open.spotify.com/artist/03r4iKL2g2442PT9n2UKsx,Fight For Your Right,https://www.youtube.com/watch?v=hNZ2ZLgPTPk,FIGHT FOR YOUR RIGHT - Beastie Boys | Subtítulos inglés y español,24948,130,176783017
8609,https://open.spotify.com/artist/03r4iKL2g2442PT9n2UKsx,Intergalactic - Remastered 2009,https://www.youtube.com/watch?v=qORYO0atB6g,Beastie Boys - Intergalactic,78862850,590080,180450916
8610,https://open.spotify.com/artist/03r4iKL2g2442PT9n2UKsx,No Sleep Till Brooklyn,https://www.youtube.com/watch?v=07Y0cy-nvAg,Beastie Boys - No Sleep Till Brooklyn (Official Music Video),46709599,321480,123249081
8611,https://open.spotify.com/artist/03r4iKL2g2442PT9n2UKsx,Brass Monkey,https://www.youtube.com/watch?v=nBbQyXZvkbA,Beastie Boys - Brass Monkey (Live At Madison Square Garden) (Official Music Video),4094496,18940,88789433
8612,https://open.spotify.com/artist/03r4iKL2g2442PT9n2UKsx,So What'Cha Want,https://www.youtube.com/watch?v=ru3gH27Fn6E,Beastie Boys - So What'Cha Want,36075350,235541,28842105
8613,https://open.spotify.com/artist/03r4iKL2g2442PT9n2UKsx,Girls,https://www.youtube.com/watch?v=lg_PNKah1ow,Girls - Beastie Boys,6553735,35089,46013190
8614,https://open.spotify.com/artist/03r4iKL2g2442PT9n2UKsx,Sure Shot,https://www.youtube.com/watch?v=JhqyZeUlE8U,Beastie Boys - Sure Shot,20163905,123625,35783254
8615,https://open.spotify.com/artist/03r4iKL2g2442PT9n2UKsx,Paul Revere,https://www.youtube.com/watch?v=Mcm3P1McN1I,Beastie Boys - Paul Revere (Official Non Official Video),166303,1484,45410998
8616,https://open.spotify.com/artist/03r4iKL2g2442PT9n2UKsx,So What'Cha Want - Remastered 2009,https://www.youtube.com/watch?v=ru3gH27Fn6E,Beastie Boys - So What'Cha Want,36075350,235541,32831182
8617,https://open.spotify.com/artist/3iDD7bnsjL9J4fO298r0L0,If You Leave Me Now,https://www.youtube.com/watch?v=j1ykMNtzMT8,Chicago - If you leave me now - 1977 (HQ),15866250,94171,322693579
8618,https://open.spotify.com/artist/3iDD7bnsjL9J4fO298r0L0,You're the Inspiration - 2006 Remaster,https://www.youtube.com/watch?v=CRfy1yorkec,Chicago - You're the Inspiration (Official Music Video),40108721,327127,263263996
8619,https://open.spotify.com/artist/3iDD7bnsjL9J4fO298r0L0,Hard to Say I'm Sorry / Get Away - 2006 Remaster,https://www.youtube.com/watch?v=1A0MPWseJIE,Chicago - Hard To Say I'm Sorry (Official Music Video),30370417,263309,179204379
8620,https://open.spotify.com/artist/3iDD7bnsjL9J4fO298r0L0,Hard to Say I'm Sorry - 2009 Remaster,https://www.youtube.com/watch?v=1A0MPWseJIE,Chicago - Hard To Say I'm Sorry (Official Music Video),30370417,263309,
8621,https://open.spotify.com/artist/3iDD7bnsjL9J4fO298r0L0,25 or 6 to 4 - 2002 Remaster,https://www.youtube.com/watch?v=A9YCg1uQ0ow,Chicago - 25 or 6 to 4 [1986 Version] (Official Music Video),111539,1680,93536322
8622,https://open.spotify.com/artist/3iDD7bnsjL9J4fO298r0L0,Saturday in the Park - 2002 Remaster,https://www.youtube.com/watch?v=HjylD7esXDo,Chicago - Saturday in the Park (Official Audio),2769070,24297,79513337
8623,https://open.spotify.com/artist/3iDD7bnsjL9J4fO298r0L0,Hard Habit to Break - 2006 Remaster,https://www.youtube.com/watch?v=_aCAZNcTVeo,Chicago - Hard Habit To Break (Official Music Video),2590204,21996,41629893
8624,https://open.spotify.com/artist/3iDD7bnsjL9J4fO298r0L0,Will You Still Love Me? - Alternate,https://www.youtube.com/watch?v=jGuGo-G0Rqg,Will You Still Love Me? (Alternate),117162,2374,30149796
8625,https://open.spotify.com/artist/3iDD7bnsjL9J4fO298r0L0,Feelin' Stronger Every Day - 2002 Remaster,https://www.youtube.com/watch?v=DljvkWj_siY,Feelin' Stronger Every Day (2002 Remaster),2269648,16604,13420817
8626,https://open.spotify.com/artist/3iDD7bnsjL9J4fO298r0L0,Look Away - 2009 Remaster,https://www.youtube.com/watch?v=2uKLTtVqQpE,Chicago - Look Away (Official Music Video),12263821,80303,21415417
8627,https://open.spotify.com/artist/6tw6EpC9RgmSRZiZg0n22t,Tempo Perdido,https://www.youtube.com/watch?v=SAlOfCg1F_E,Legião Urbana - Tempo Perdido (Video Clipe Official),5431033,47602,169644074
8628,https://open.spotify.com/artist/6tw6EpC9RgmSRZiZg0n22t,Será,https://www.youtube.com/watch?v=hZg1r7BOXVA,Legião Urbana - Será,9719176,81665,92649112
8629,https://open.spotify.com/artist/6tw6EpC9RgmSRZiZg0n22t,Eduardo E Mônica,https://www.youtube.com/watch?v=-CEMNef58J0,Eduardo e Mônica - Legião Urbana CLIPE OFICIAL VIVO,4714435,88908,84104622
8630,https://open.spotify.com/artist/6tw6EpC9RgmSRZiZg0n22t,Pais E Filhos,https://www.youtube.com/watch?v=sfixHYBWaiU,Pais e Filhos - Legião Urbana,92462795,656383,88126588
8631,https://open.spotify.com/artist/6tw6EpC9RgmSRZiZg0n22t,Quase Sem Querer,https://www.youtube.com/watch?v=2UkiLbkbDv0,Legião Urbana - Quase sem querer (clip),1301491,8343,50695239
8632,https://open.spotify.com/artist/6tw6EpC9RgmSRZiZg0n22t,Faroeste Caboclo,https://www.youtube.com/watch?v=eL6zdEwRKws,Legião Urbana - Faroeste Caboclo,54892805,482837,56016287
8633,https://open.spotify.com/artist/6tw6EpC9RgmSRZiZg0n22t,Quando O Sol Bater Na Janela Do Teu Quarto,https://www.youtube.com/watch?v=CwIxn6N6dTA,Legião Urbana - Quando o sol bater na janela do seu quarto    HD,4218653,36580,24348019
8634,https://open.spotify.com/artist/6tw6EpC9RgmSRZiZg0n22t,Ainda É Cedo,https://www.youtube.com/watch?v=x7huOn110KQ,Legião Urbana - Ainda É Cedo | Clipe,53953,1961,46389775
8635,https://open.spotify.com/artist/6tw6EpC9RgmSRZiZg0n22t,Eu Sei,https://www.youtube.com/watch?v=q9RJPTP_CJM,Legião Urbana - Eu Sei,17867732,76939,17564170
8636,https://open.spotify.com/artist/6tw6EpC9RgmSRZiZg0n22t,Hoje A Noite Não Tem Luar (Hoy Me Voy Para México) - Ao Vivo Em São Paulo / 1999,https://www.youtube.com/watch?v=PY9DByFVjAg,Hoje A Noite Tem Luar (Hoy Me Voy Para Mexico),5824282,33369,42381225
8637,https://open.spotify.com/artist/6HTUcOExehqydqa7C3usAa,"Y, ¿Si Fuera Ella? - + Es +",https://www.youtube.com/watch?v=zL-jYtaGqGc,"Y, ¿Si Fuera Ella? (Official Video)",44480558,352973,179230151
8638,https://open.spotify.com/artist/6HTUcOExehqydqa7C3usAa,Abrazándonos,https://www.youtube.com/watch?v=53pfasDciko,"Abel Pintos, Francisca Valenzuela - Abrazándonos (Official Video)",10810767,47282,11201830
8639,https://open.spotify.com/artist/6HTUcOExehqydqa7C3usAa,Sin Principio Ni Final,https://www.youtube.com/watch?v=-n7G5Dqb3UM,Abel Pintos - Sin Principio Ni Final (Official Video),134111765,436365,59742726
8640,https://open.spotify.com/artist/6HTUcOExehqydqa7C3usAa,Oncemil,https://www.youtube.com/watch?v=qjpYs9OwSbM,Abel Pintos - Oncemil (Official Video) ft. Malú,74949734,264334,60663359
8641,https://open.spotify.com/artist/6HTUcOExehqydqa7C3usAa,Motivos,https://www.youtube.com/watch?v=URlg_bziE9w,Abel Pintos - Motivos (Vídeo oficial) [HD],362786,1057,30301102
8642,https://open.spotify.com/artist/6HTUcOExehqydqa7C3usAa,Paisaje,https://www.youtube.com/watch?v=c20iW0IN904,"Paisaje | La Delio Valdez, Abel Pintos & Karina",9803471,51149,10154969
8643,https://open.spotify.com/artist/6HTUcOExehqydqa7C3usAa,Aventura (feat. Marcela Morelo),https://www.youtube.com/watch?v=Kz1zuq2BwYY,Abel Pintos - Aventura (En Vivo Estadio River Plate) ft. Marcela Morelo,17951938,32072,28953239
8644,https://open.spotify.com/artist/6HTUcOExehqydqa7C3usAa,No Me Olvides,https://www.youtube.com/watch?v=i7Y2o-0s9Jk,Abel Pintos - No Me Olvides (Official Video),42674799,137274,36400240
8645,https://open.spotify.com/artist/6HTUcOExehqydqa7C3usAa,La Llave,https://www.youtube.com/watch?v=FnVpFkkKbyQ,Abel Pintos - La Llave (Official Video),31290636,108350,30478692
8646,https://open.spotify.com/artist/6HTUcOExehqydqa7C3usAa,Tanto Amor,https://www.youtube.com/watch?v=ossZ44Zr3H4,Abel Pintos - Tanto Amor (Official Video),83525442,186590,35535678
8647,https://open.spotify.com/artist/7iJl63aJyNd8C6NZlMv6kp,Tubarão Te Amo,https://www.youtube.com/watch?v=tBdx1b40rfU,"Tubarão Te Amo - Ryan SP, MC Daniel, MC RF, MC Jhenny e Tchakabum (GR6 Explode) DJ LK da Escócia",30542822,347818,87618678
8648,https://open.spotify.com/artist/7iJl63aJyNd8C6NZlMv6kp,Onda Onda (Olha a Onda),https://www.youtube.com/watch?v=E-eFVjAqDX8,Tchakabum - Onda Onda Cia. Daniel Saboya (Coreografia),129272195,887563,27211796
8649,https://open.spotify.com/artist/7iJl63aJyNd8C6NZlMv6kp,Danca Da Maozinha,https://www.youtube.com/watch?v=8HiJhxOj4e0,Tchakabum - Dança Da Mãozinha,163006,2541,20294408
8650,https://open.spotify.com/artist/7iJl63aJyNd8C6NZlMv6kp,Onda Onda (Olha a Onda),https://www.youtube.com/watch?v=E-eFVjAqDX8,Tchakabum - Onda Onda Cia. Daniel Saboya (Coreografia),129272195,887563,547859
8651,https://open.spotify.com/artist/7iJl63aJyNd8C6NZlMv6kp,Explosão,https://www.youtube.com/watch?v=fmF7Ngy2DWY,Explosão Tchakabum,4362859,24229,4440493
8652,https://open.spotify.com/artist/7iJl63aJyNd8C6NZlMv6kp,Tesouro de Pirata - Onda Onda,https://www.youtube.com/watch?v=5yAW_ModT3o,Tchakabum - Tesouro de Pirata (Onda Onda) - (VIDEOCLIPE OFICIAL),7031,154,2029473
8653,https://open.spotify.com/artist/7iJl63aJyNd8C6NZlMv6kp,Aviao,https://www.youtube.com/watch?v=JgK90Et1xHk,tchakabum aviao,95544,171,1312664
8654,https://open.spotify.com/artist/7iJl63aJyNd8C6NZlMv6kp,Tesouro Do Pirata,https://www.youtube.com/watch?v=5yAW_ModT3o,Tchakabum - Tesouro de Pirata (Onda Onda) - (VIDEOCLIPE OFICIAL),7031,154,1940826
8655,https://open.spotify.com/artist/7iJl63aJyNd8C6NZlMv6kp,Tchakabunda,https://www.youtube.com/watch?v=UHcWsysE--8,"Tchakabum, Machadez, Mousik - Tchakabunda",31731,255,25850
8656,https://open.spotify.com/artist/7iJl63aJyNd8C6NZlMv6kp,Tesouro do Pirata / Dança da Mãozinha - Ao Vivo,https://www.youtube.com/watch?v=9jSqbCGNQk0,Dança da Mãozinha (Ao Vivo),2020906,21056,972829
8657,https://open.spotify.com/artist/0J7U24vlOOIeMpuaO6Q85A,Lost on You,https://www.youtube.com/watch?v=KDoTQrQ2Fhs,LP – Lost On You (Official Video),52547966,309373,629760955
8658,https://open.spotify.com/artist/0J7U24vlOOIeMpuaO6Q85A,Line It Up (feat. LP),https://www.youtube.com/watch?v=a5ZxO2YnFOE,PALAYE ROYALE - Line It Up feat. LP (Official Music Video),561077,16054,3150857
8659,https://open.spotify.com/artist/0J7U24vlOOIeMpuaO6Q85A,When We're High,https://www.youtube.com/watch?v=iMkD5QdrEKI,LP - When We're High (Official Video),1673364,14861,97068757
8660,https://open.spotify.com/artist/0J7U24vlOOIeMpuaO6Q85A,Girls Go Wild,https://www.youtube.com/watch?v=siuOvRy53dM,LP - Girls Go Wild (Official Video),11285575,53251,65004487
8661,https://open.spotify.com/artist/0J7U24vlOOIeMpuaO6Q85A,Other People,https://www.youtube.com/watch?v=cuQMXhYMnUc,LP - Other People (Official Video),24349319,134592,72457420
8662,https://open.spotify.com/artist/0J7U24vlOOIeMpuaO6Q85A,Tightrope,https://www.youtube.com/watch?v=kECZnPrIufo,LP - Tightrope (Official Music Video),84938509,570901,46443031
8663,https://open.spotify.com/artist/0J7U24vlOOIeMpuaO6Q85A,Forever for Now,https://www.youtube.com/watch?v=gZM95ANQu98,LP - Forever For Now,10335023,84375,29697328
8664,https://open.spotify.com/artist/0J7U24vlOOIeMpuaO6Q85A,Halo - Live,https://www.youtube.com/watch?v=L6X0PqIWfzQ,LP - Halo (Beyonce Cover),116972082,546399,19263266
8665,https://open.spotify.com/artist/0J7U24vlOOIeMpuaO6Q85A,Muddy Waters,https://www.youtube.com/watch?v=o6SprGmHTy4,LP - Muddy Waters (Live),135636706,623363,55827128
8666,https://open.spotify.com/artist/0J7U24vlOOIeMpuaO6Q85A,Recovery,https://www.youtube.com/watch?v=OOmjvf0FICk,LP - Recovery (Official Video),21187362,145507,27201336
8667,https://open.spotify.com/artist/3sgFRtyBnxXD5ESfmbK4dl,Party Rock Anthem,https://www.youtube.com/watch?v=KQ6zr6kCPj8,"LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",2252581562,11036446,543246526
8668,https://open.spotify.com/artist/3sgFRtyBnxXD5ESfmbK4dl,Sexy And I Know It,https://www.youtube.com/watch?v=wyx6JDQCslE,LMFAO - Sexy and I Know It,955831760,5734888,346448655
8669,https://open.spotify.com/artist/3sgFRtyBnxXD5ESfmbK4dl,Shots,https://www.youtube.com/watch?v=XNtTEibFvlQ,LMFAO - Shots ft. Lil Jon,268090767,1089074,191704554
8670,https://open.spotify.com/artist/3sgFRtyBnxXD5ESfmbK4dl,Sorry For Party Rocking,https://www.youtube.com/watch?v=SkTt9k4Y-a8,LMFAO - Sorry For Party Rocking,592318446,2744625,92486652
8671,https://open.spotify.com/artist/3sgFRtyBnxXD5ESfmbK4dl,Yes,https://www.youtube.com/watch?v=k39ju0Z5VmE,LMFAO - Yes,71389485,278442,48541271
8672,https://open.spotify.com/artist/3sgFRtyBnxXD5ESfmbK4dl,Champagne Showers,https://www.youtube.com/watch?v=UA8rcLvS1BY,LMFAO - Champagne Showers ft. Natalia Kills,277115918,1129300,66732972
8673,https://open.spotify.com/artist/3sgFRtyBnxXD5ESfmbK4dl,La La La,https://www.youtube.com/watch?v=clSv4TzbRCs,LMFAO - La La La,99100879,332224,20785978
8674,https://open.spotify.com/artist/3sgFRtyBnxXD5ESfmbK4dl,I'm In Miami Bitch,https://www.youtube.com/watch?v=EBRhoB5V_fA,LMFAO - I'm In Miami Trick,41267648,102592,28288578
