F1,Artist,Url_spotify,Track,Url_youtube,Views,official_video,Spotify_Available,Stream
1114,Phil Collins,https://open.spotify.com/artist/4lxfqrEsLX6N1N4OCSkILp,A Groovy Kind of Love,https://www.youtube.com/watch?v=HsC_SARyPzk,25704348,True,1,105253846
1115,Phil Collins,https://open.spotify.com/artist/4lxfqrEsLX6N1N4OCSkILp,Sussudio - 2016 Remaster,https://www.youtube.com/watch?v=r0qBaBb1Y-U,41885091,True,1,123149378
1116,Phil Collins,https://open.spotify.com/artist/4lxfqrEsLX6N1N4OCSkILp,Do You Remember? - 2016 Remaster,https://www.youtube.com/watch?v=hhfx1MdjnZc,14698802,True,1,90491486
1117,John Williams,https://open.spotify.com/artist/3dRfiJ2650SZu6GbydcHNb,Carol of the Bells,https://www.youtube.com/watch?v=gXGsblqxIOo,1076136,False,1,211405932
1118,John Williams,https://open.spotify.com/artist/3dRfiJ2650SZu6GbydcHNb,Somewhere in My Memory - Chorus & Orchestra Version,https://www.youtube.com/watch?v=GkaXLh1eUZk,281092,False,1,21390489
1119,John Williams,https://open.spotify.com/artist/3dRfiJ2650SZu6GbydcHNb,Theme From Jurassic Park,https://www.youtube.com/watch?v=-NqaupGcCpw,6069104,False,1,63286023
1120,John Williams,https://open.spotify.com/artist/3dRfiJ2650SZu6GbydcHNb,Duel of the Fates,https://www.youtube.com/watch?v=nIgZS5tieeE,259283,False,1,91702045
1121,John Williams,https://open.spotify.com/artist/3dRfiJ2650SZu6GbydcHNb,Theme From Schindler's List,https://www.youtube.com/watch?v=YqVRcFQagtI,54256205,False,1,63930114
1122,John Williams,https://open.spotify.com/artist/3dRfiJ2650SZu6GbydcHNb,"Main Title ""Somewhere in My Memory"" (From ""Home Alone"") - Voice",https://www.youtube.com/watch?v=5kHH6LJpEbQ,20313204,False,1,35751405
1123,John Williams,https://open.spotify.com/artist/3dRfiJ2650SZu6GbydcHNb,Hedwig's Theme,https://www.youtube.com/watch?v=QrTrmnpTNwY,268631,True,1,62319267
1124,John Williams,https://open.spotify.com/artist/3dRfiJ2650SZu6GbydcHNb,Prologue,https://www.youtube.com/watch?v=Ib00IxPXhQQ,178957,False,1,55059146
1125,John Williams,https://open.spotify.com/artist/3dRfiJ2650SZu6GbydcHNb,The Imperial March (Darth Vader's Theme),https://www.youtube.com/watch?v=QYMETt578MM,2859756,False,1,44976720
1126,John Williams,https://open.spotify.com/artist/3dRfiJ2650SZu6GbydcHNb,O Holy Night,https://www.youtube.com/watch?v=TW1lHKDhWKc,1125176,True,1,19152842
1127,Soda Stereo,https://open.spotify.com/artist/7An4yvF7hDYDolN4m5zKBp,De Música Ligera,https://www.youtube.com/watch?v=T_FkEw27XJ0,109583271,True,1,0
1128,Soda Stereo,https://open.spotify.com/artist/7An4yvF7hDYDolN4m5zKBp,Cuando Pase el Temblor,https://www.youtube.com/watch?v=ZNzYr4U7Zs8,49002041,True,1,0
1129,Soda Stereo,https://open.spotify.com/artist/7An4yvF7hDYDolN4m5zKBp,Trátame Suavemente - Remasterizado 2007,https://www.youtube.com/watch?v=UPVfQKUHTSc,17275368,True,1,217881003
1130,Soda Stereo,https://open.spotify.com/artist/7An4yvF7hDYDolN4m5zKBp,Persiana Americana,https://www.youtube.com/watch?v=jyLSoS2Bnr8,2799275,False,1,0
1131,Soda Stereo,https://open.spotify.com/artist/7An4yvF7hDYDolN4m5zKBp,Nada Personal,https://www.youtube.com/watch?v=D3doLgkqDSo,153365,False,1,0
1132,Soda Stereo,https://open.spotify.com/artist/7An4yvF7hDYDolN4m5zKBp,Te Para 3 - MTV Unplugged,https://www.youtube.com/watch?v=yDDvp-cmw8c,138007,False,1,81057070
1133,Soda Stereo,https://open.spotify.com/artist/7An4yvF7hDYDolN4m5zKBp,Prófugos - Remasterizado 2007,https://www.youtube.com/watch?v=eguctGjUNLI,162270742,True,1,80772324
1134,Soda Stereo,https://open.spotify.com/artist/7An4yvF7hDYDolN4m5zKBp,En La Ciudad De La Furia - Remasterizado 2007,https://www.youtube.com/watch?v=AVEDgT_lG60,30415893,True,1,92500653
1135,Soda Stereo,https://open.spotify.com/artist/7An4yvF7hDYDolN4m5zKBp,Juegos de Seducción,https://www.youtube.com/watch?v=LqWVfv35WMM,55549195,True,1,0
1136,Soda Stereo,https://open.spotify.com/artist/7An4yvF7hDYDolN4m5zKBp,En la Ciudad de la Furia - MTV Unplugged,https://www.youtube.com/watch?v=MnZOn4KKrJo,173097,False,1,67862431
1137,Nas,https://open.spotify.com/artist/20qISvAhX20dpIbOOzGK3q,"One Mic, One Gun",https://www.youtube.com/watch?v=xcqlUKdpNyU,272218,False,1,13520009
1138,Nas,https://open.spotify.com/artist/20qISvAhX20dpIbOOzGK3q,N.Y. State of Mind,https://www.youtube.com/watch?v=p-pTYMAXxMM,161217,False,1,205621890
1139,Nas,https://open.spotify.com/artist/20qISvAhX20dpIbOOzGK3q,If I Ruled the World (Imagine That) (feat. Lauryn Hill),https://www.youtube.com/watch?v=mlp-IIG9ApU,20182984,True,1,211269912
1140,Nas,https://open.spotify.com/artist/20qISvAhX20dpIbOOzGK3q,The World Is Yours,https://www.youtube.com/watch?v=e5PnuIRnJW8,11091961,True,1,122881175
1141,Nas,https://open.spotify.com/artist/20qISvAhX20dpIbOOzGK3q,Nas Is Like,https://www.youtube.com/watch?v=VC4ORS5n9Hg,83069758,True,1,85525728
1142,Nas,https://open.spotify.com/artist/20qISvAhX20dpIbOOzGK3q,It Ain't Hard to Tell,https://www.youtube.com/watch?v=3hOZaTGnHU4,13040233,True,1,64523887
1143,Nas,https://open.spotify.com/artist/20qISvAhX20dpIbOOzGK3q,The Message,https://www.youtube.com/watch?v=C2CZOBnHc5M,200478,False,1,115998629
1144,Nas,https://open.spotify.com/artist/20qISvAhX20dpIbOOzGK3q,Represent,https://www.youtube.com/watch?v=7qOvGyyAmpA,2021189,True,1,60483297
1145,Nas,https://open.spotify.com/artist/20qISvAhX20dpIbOOzGK3q,Get Down,https://www.youtube.com/watch?v=toHPcVT-PiY,414419,True,1,46719222
1146,Nas,https://open.spotify.com/artist/20qISvAhX20dpIbOOzGK3q,I Can,https://www.youtube.com/watch?v=RvVfgvHucRY,47067903,True,1,54013450
1147,Luis Fonsi,https://open.spotify.com/artist/4V8Sr092TqfHkfAA5fXXqG,Despacito,https://www.youtube.com/watch?v=kJQP7kiw5Fk,8079649362,True,1,1506598267
1148,Luis Fonsi,https://open.spotify.com/artist/4V8Sr092TqfHkfAA5fXXqG,El Ultimo Adiós - Varios Artistas Version,https://www.youtube.com/watch?v=z8ZFZD3fuJU,129107,False,1,169769959
1149,Luis Fonsi,https://open.spotify.com/artist/4V8Sr092TqfHkfAA5fXXqG,CORAZONES ROTOS,https://www.youtube.com/watch?v=pR862HV1mb0,2668073,True,1,5986101
1150,Luis Fonsi,https://open.spotify.com/artist/4V8Sr092TqfHkfAA5fXXqG,Échame La Culpa,https://www.youtube.com/watch?v=TyHvyGVs42U,2245665554,True,1,834445136
1151,Luis Fonsi,https://open.spotify.com/artist/4V8Sr092TqfHkfAA5fXXqG,Despacito - Remix,https://www.youtube.com/watch?v=dr_GAJZviR0,27619020,False,1,1593687904
1152,Luis Fonsi,https://open.spotify.com/artist/4V8Sr092TqfHkfAA5fXXqG,No Me Doy Por Vencido,https://www.youtube.com/watch?v=8hRGBcr_gJc,273069738,True,1,182477094
1153,Luis Fonsi,https://open.spotify.com/artist/4V8Sr092TqfHkfAA5fXXqG,Tanto,https://www.youtube.com/watch?v=ridGylKQ0WY,178374500,True,1,170723848
1154,Luis Fonsi,https://open.spotify.com/artist/4V8Sr092TqfHkfAA5fXXqG,Llegaste Tú,https://www.youtube.com/watch?v=weKJWqw8-3g,316186756,True,1,167842467
1155,Luis Fonsi,https://open.spotify.com/artist/4V8Sr092TqfHkfAA5fXXqG,Party Animal,https://www.youtube.com/watch?v=P5C--jQjYgw,42117248,True,1,64240726
1156,Luis Fonsi,https://open.spotify.com/artist/4V8Sr092TqfHkfAA5fXXqG,Imposible,https://www.youtube.com/watch?v=De4FqIkvHX0,462633673,True,1,358554699
1157,Backstreet Boys,https://open.spotify.com/artist/5rSXSAkZ67PYJSvpUpkOr7,I Want It That Way,https://www.youtube.com/watch?v=4fndeDfaWCg,1188156305,True,1,1080660101
1158,Backstreet Boys,https://open.spotify.com/artist/5rSXSAkZ67PYJSvpUpkOr7,Everybody (Backstreet's Back) - Radio Edit,https://www.youtube.com/watch?v=JD-8L8CZd7U,60132,False,1,366359071
1159,Backstreet Boys,https://open.spotify.com/artist/5rSXSAkZ67PYJSvpUpkOr7,As Long as You Love Me,https://www.youtube.com/watch?v=0Gl2QnHNpkA,441736021,True,1,312369195
1160,Backstreet Boys,https://open.spotify.com/artist/5rSXSAkZ67PYJSvpUpkOr7,Shape of My Heart,https://www.youtube.com/watch?v=OT5msu-dap8,290442452,True,1,271219035
1161,Backstreet Boys,https://open.spotify.com/artist/5rSXSAkZ67PYJSvpUpkOr7,Show Me the Meaning of Being Lonely,https://www.youtube.com/watch?v=aBt8fN7mJNg,261581087,True,1,142353784
1162,Backstreet Boys,https://open.spotify.com/artist/5rSXSAkZ67PYJSvpUpkOr7,Larger Than Life,https://www.youtube.com/watch?v=MEb2CecR11I,106314021,True,1,148105948
1163,Backstreet Boys,https://open.spotify.com/artist/5rSXSAkZ67PYJSvpUpkOr7,Quit Playing Games (With My Heart),https://www.youtube.com/watch?v=Ug88HO2mg44,162041553,True,1,195571417
1164,Backstreet Boys,https://open.spotify.com/artist/5rSXSAkZ67PYJSvpUpkOr7,Drowning,https://www.youtube.com/watch?v=GZXHBgjQjNM,186137254,True,1,73559257
1165,Backstreet Boys,https://open.spotify.com/artist/5rSXSAkZ67PYJSvpUpkOr7,Incomplete,https://www.youtube.com/watch?v=WVe80iZtlYU,172406065,True,1,93302871
1166,Backstreet Boys,https://open.spotify.com/artist/5rSXSAkZ67PYJSvpUpkOr7,The Call,https://www.youtube.com/watch?v=wMOkm57vu0k,30714084,True,1,65767068
1167,Los Ángeles Azules,https://open.spotify.com/artist/0ZCO8oVkMj897cKgFH7fRW,Nunca Es Suficiente,https://www.youtube.com/watch?v=k76BgIb89-s,1733935225,True,1,357792351
1168,Los Ángeles Azules,https://open.spotify.com/artist/0ZCO8oVkMj897cKgFH7fRW,Otra Noche,https://www.youtube.com/watch?v=EOBE_uBSGYw,185029795,True,1,132727078
1169,Los Ángeles Azules,https://open.spotify.com/artist/0ZCO8oVkMj897cKgFH7fRW,Amor A Primera Vista,https://www.youtube.com/watch?v=SlgtjRq5AXs,721702437,True,1,0
1170,Los Ángeles Azules,https://open.spotify.com/artist/0ZCO8oVkMj897cKgFH7fRW,El Listón De Tu Pelo,https://www.youtube.com/watch?v=QU1TMs3L6cE,3174205,False,1,201495248
1171,Los Ángeles Azules,https://open.spotify.com/artist/0ZCO8oVkMj897cKgFH7fRW,17 Años,https://www.youtube.com/watch?v=y22w9ObONtQ,316477089,True,1,115376119
1172,Los Ángeles Azules,https://open.spotify.com/artist/0ZCO8oVkMj897cKgFH7fRW,Cómo Te Voy A Olvidar,https://www.youtube.com/watch?v=nxXvOEPsE0s,246969992,True,1,242462440
1173,Los Ángeles Azules,https://open.spotify.com/artist/0ZCO8oVkMj897cKgFH7fRW,Entrega De Amor,https://www.youtube.com/watch?v=jPBrEnasGeY,41950374,True,1,62838119
1174,Los Ángeles Azules,https://open.spotify.com/artist/0ZCO8oVkMj897cKgFH7fRW,Mis Sentimientos,https://www.youtube.com/watch?v=BokdSWC2R68,1172425343,True,1,171195492
1175,Los Ángeles Azules,https://open.spotify.com/artist/0ZCO8oVkMj897cKgFH7fRW,20 Rosas,https://www.youtube.com/watch?v=nixmiK4bzyw,5208202,False,1,38212866
1176,Los Ángeles Azules,https://open.spotify.com/artist/0ZCO8oVkMj897cKgFH7fRW,"Ni Contigo, Ni Sin Ti",https://www.youtube.com/watch?v=lwFvC4dFx0o,312285960,True,1,94016204
1177,Zedd,https://open.spotify.com/artist/2qxJFvFYMEDqd7ui6kSAcq,The Middle,https://www.youtube.com/watch?v=M3mJkSqZbX4,124308681,True,1,1307438756
1178,Zedd,https://open.spotify.com/artist/2qxJFvFYMEDqd7ui6kSAcq,Clarity,https://www.youtube.com/watch?v=IxxstCcJlsc,338451229,True,1,474492270
1179,Zedd,https://open.spotify.com/artist/2qxJFvFYMEDqd7ui6kSAcq,Stay,https://www.youtube.com/watch?v=yWEK4v9AVKQ,111412141,True,1,1098764242
1180,Zedd,https://open.spotify.com/artist/2qxJFvFYMEDqd7ui6kSAcq,Happy Now,https://www.youtube.com/watch?v=KfXvjxbRhZk,104102605,True,1,478872097
1181,Zedd,https://open.spotify.com/artist/2qxJFvFYMEDqd7ui6kSAcq,Make You Say,https://www.youtube.com/watch?v=4HrU1EbataI,5106908,True,1,25783460
1182,Zedd,https://open.spotify.com/artist/2qxJFvFYMEDqd7ui6kSAcq,Beautiful Now,https://www.youtube.com/watch?v=n1a7o44WxNo,211095129,True,1,300184322
1183,Zedd,https://open.spotify.com/artist/2qxJFvFYMEDqd7ui6kSAcq,Good Thing (with Kehlani),https://www.youtube.com/watch?v=CMla2ZIz7-4,75063724,True,1,230154632
1184,Zedd,https://open.spotify.com/artist/2qxJFvFYMEDqd7ui6kSAcq,Stay The Night - Featuring Hayley Williams Of Paramore,https://www.youtube.com/watch?v=i-gyZ35074k,273920481,True,1,269003990
1185,Zedd,https://open.spotify.com/artist/2qxJFvFYMEDqd7ui6kSAcq,I Want You To Know,https://www.youtube.com/watch?v=X46t8ZFqUB4,226223006,True,1,307858215
1186,Zedd,https://open.spotify.com/artist/2qxJFvFYMEDqd7ui6kSAcq,Follow,https://www.youtube.com/watch?v=SpIgOm5vFkE,5990981,True,1,32826252
1187,Nat King Cole,https://open.spotify.com/artist/7v4imS0moSyGdXyLgVTIV7,The Christmas Song (Merry Christmas To You),https://www.youtube.com/watch?v=wKhRnZZ0cJI,11435221,True,1,387821531
1188,Nat King Cole,https://open.spotify.com/artist/7v4imS0moSyGdXyLgVTIV7,Deck The Halls,https://www.youtube.com/watch?v=kORRidv-p0Y,642628,True,1,125925636
1189,Nat King Cole,https://open.spotify.com/artist/7v4imS0moSyGdXyLgVTIV7,Joy To The World,https://www.youtube.com/watch?v=jgAZVgfUxcg,314279,True,1,173192915
1190,Nat King Cole,https://open.spotify.com/artist/7v4imS0moSyGdXyLgVTIV7,L-O-V-E,https://www.youtube.com/watch?v=f_HmF84G7ZY,9272301,True,1,141166124
1191,Nat King Cole,https://open.spotify.com/artist/7v4imS0moSyGdXyLgVTIV7,"Caroling, Caroling",https://www.youtube.com/watch?v=QFM9XwBXtdU,365428,True,1,47887840
1192,Nat King Cole,https://open.spotify.com/artist/7v4imS0moSyGdXyLgVTIV7,O Come All Ye Faithful,https://www.youtube.com/watch?v=9UwpVfZ_LPY,1604048,True,1,41625079
1193,Nat King Cole,https://open.spotify.com/artist/7v4imS0moSyGdXyLgVTIV7,Unforgettable,https://www.youtube.com/watch?v=JFyuOEovTOE,4893793,False,1,99690708
1194,Nat King Cole,https://open.spotify.com/artist/7v4imS0moSyGdXyLgVTIV7,The Happiest Christmas Tree,https://www.youtube.com/watch?v=tqXzZH31Mbw,338556,True,1,62640798
1195,Nat King Cole,https://open.spotify.com/artist/7v4imS0moSyGdXyLgVTIV7,O Little Town Of Bethlehem,https://www.youtube.com/watch?v=EHKORmpW4Cg,610403,True,1,18283431
1196,Nat King Cole,https://open.spotify.com/artist/7v4imS0moSyGdXyLgVTIV7,Smile,https://www.youtube.com/watch?v=xyHoohNyYkw,2800943,False,1,80113684
1197,Armin van Buuren,https://open.spotify.com/artist/0SfsnGyD8FpIN4U4WCkBZ5,Blah Blah Blah,https://www.youtube.com/watch?v=mfJhMfOPWdE,652118938,True,1,431897723
1198,Armin van Buuren,https://open.spotify.com/artist/0SfsnGyD8FpIN4U4WCkBZ5,This Is What It Feels Like,https://www.youtube.com/watch?v=BR_DFMUzX4E,124879737,True,1,257603194
1199,Armin van Buuren,https://open.spotify.com/artist/0SfsnGyD8FpIN4U4WCkBZ5,Easy To Love,https://www.youtube.com/watch?v=JaTSDa0mx_U,470537,True,1,2733857
1200,Armin van Buuren,https://open.spotify.com/artist/0SfsnGyD8FpIN4U4WCkBZ5,Great Spirit,https://www.youtube.com/watch?v=yo4pmauhugo,168757517,True,1,136836262
1201,Armin van Buuren,https://open.spotify.com/artist/0SfsnGyD8FpIN4U4WCkBZ5,Leave A Little Love,https://www.youtube.com/watch?v=JGtlP0Vzuq4,1918102,True,1,86800487
1202,Armin van Buuren,https://open.spotify.com/artist/0SfsnGyD8FpIN4U4WCkBZ5,No Fun,https://www.youtube.com/watch?v=8VSB7Raq_E4,553816,True,1,45687362
1203,Armin van Buuren,https://open.spotify.com/artist/0SfsnGyD8FpIN4U4WCkBZ5,One More Time,https://www.youtube.com/watch?v=LofWybYHljQ,1883499,True,1,18025225
1204,Armin van Buuren,https://open.spotify.com/artist/0SfsnGyD8FpIN4U4WCkBZ5,Love We Lost (with R3HAB),https://www.youtube.com/watch?v=v-ecBV7C0PQ,789205,True,1,24846749
1205,Armin van Buuren,https://open.spotify.com/artist/0SfsnGyD8FpIN4U4WCkBZ5,Repeat After Me,https://www.youtube.com/watch?v=AwYl_H4_EW8,1937779,True,1,77788956
1206,Armin van Buuren,https://open.spotify.com/artist/0SfsnGyD8FpIN4U4WCkBZ5,Come Around Again,https://www.youtube.com/watch?v=Yxi7ABcIxKU,12861703,True,1,21656243
1207,Juicy J,https://open.spotify.com/artist/5gCRApTajqwbnHHPbr2Fpi,"Shell Shocked (feat. Kill the Noise & Madsonik) - From ""Teenage Mutant Ninja Turtles""",https://www.youtube.com/watch?v=BaACrT6Ydik,192127507,True,1,154311299
1208,Juicy J,https://open.spotify.com/artist/5gCRApTajqwbnHHPbr2Fpi,Bandz A Make Her Dance (feat. Lil' Wayne & 2 Chainz),https://www.youtube.com/watch?v=AI0gk2KJeho,89810792,True,1,133149904
1209,Juicy J,https://open.spotify.com/artist/5gCRApTajqwbnHHPbr2Fpi,Be Careful (feat. Finesse2Tymes),https://www.youtube.com/watch?v=0bOAxlfMs_0,1377158,True,1,1705262
1210,Juicy J,https://open.spotify.com/artist/5gCRApTajqwbnHHPbr2Fpi,Smoke A Nigga (feat. Wiz Khalifa),https://www.youtube.com/watch?v=nBApNtVeLfs,18444696,False,1,90272124
1211,Juicy J,https://open.spotify.com/artist/5gCRApTajqwbnHHPbr2Fpi,"Black and Yellow (feat. Juicy J, Snoop Dogg & T-Pain) - G-Mix [G-Mix]",https://www.youtube.com/watch?v=nWAGLkyxQG0,603013316,True,1,38950074
1212,Juicy J,https://open.spotify.com/artist/5gCRApTajqwbnHHPbr2Fpi,RIP Young (feat. Project Pat & Juicy J) - Remix,https://www.youtube.com/watch?v=_iDw1c_tUU8,3398625,False,1,7701677
1213,Juicy J,https://open.spotify.com/artist/5gCRApTajqwbnHHPbr2Fpi,One of Those Nights (feat. The Weeknd),https://www.youtube.com/watch?v=VP7GNxLI9fM,57864731,True,1,43193363
1214,Juicy J,https://open.spotify.com/artist/5gCRApTajqwbnHHPbr2Fpi,Bounce It (feat. Wale & Trey Songz),https://www.youtube.com/watch?v=lgSH3LPfo6g,63921864,True,1,94715552
1215,Juicy J,https://open.spotify.com/artist/5gCRApTajqwbnHHPbr2Fpi,Hitta (feat. Juicy J),https://www.youtube.com/watch?v=uo4cRG1Qtw0,1898305,True,1,17323703
1216,Juicy J,https://open.spotify.com/artist/5gCRApTajqwbnHHPbr2Fpi,Freaky (feat. A$ap Rocky & $uicideboy$),https://www.youtube.com/watch?v=3MhFiHYiDRM,15025919,True,1,3315734
1217,Julieta Venegas,https://open.spotify.com/artist/2QWIScpFDNxmS6ZEMIUvgm,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),https://www.youtube.com/watch?v=NO7EtdR3Dyw,204264534,True,1,679108210
1218,Julieta Venegas,https://open.spotify.com/artist/2QWIScpFDNxmS6ZEMIUvgm,Me Voy,https://www.youtube.com/watch?v=y8rBC6GCUjg,322686064,True,1,195711218
1219,Julieta Venegas,https://open.spotify.com/artist/2QWIScpFDNxmS6ZEMIUvgm,Limón y Sal,https://www.youtube.com/watch?v=tIpzfs5tBJU,156582589,True,1,185922245
1220,Julieta Venegas,https://open.spotify.com/artist/2QWIScpFDNxmS6ZEMIUvgm,Eres para Mí (with Anita Tijoux),https://www.youtube.com/watch?v=pj2ntDiXJCk,86290490,True,1,120723371
1221,Julieta Venegas,https://open.spotify.com/artist/2QWIScpFDNxmS6ZEMIUvgm,Andar Conmigo,https://www.youtube.com/watch?v=W3ORL0kDSgo,3638542,False,1,174229619
1222,Julieta Venegas,https://open.spotify.com/artist/2QWIScpFDNxmS6ZEMIUvgm,Lento,https://www.youtube.com/watch?v=CuTx1QwLPjM,70980591,True,1,139670204
1223,Julieta Venegas,https://open.spotify.com/artist/2QWIScpFDNxmS6ZEMIUvgm,Nada Fue Un Error - Live In Spain / 2005,https://www.youtube.com/watch?v=udBLU0Y_G2s,177612766,True,1,91519970
1224,Julieta Venegas,https://open.spotify.com/artist/2QWIScpFDNxmS6ZEMIUvgm,Algo Está Cambiando,https://www.youtube.com/watch?v=-zRjGUSoXKQ,76974416,True,1,37420538
1225,Julieta Venegas,https://open.spotify.com/artist/2QWIScpFDNxmS6ZEMIUvgm,El Presente (Unplugged) (En Vivo),https://www.youtube.com/watch?v=DMI1V5ChoFc,2988331,True,1,25125706
1226,Julieta Venegas,https://open.spotify.com/artist/2QWIScpFDNxmS6ZEMIUvgm,Mismo Amor,https://www.youtube.com/watch?v=WnhJ5fljmZc,1370042,True,1,9329066
1227,Bruce Springsteen,https://open.spotify.com/artist/3eqjTLE0HfPfh78zjh6TqT,Dancing In the Dark,https://www.youtube.com/watch?v=129kuDCQtHs,297307102,True,1,511961928
1228,Bruce Springsteen,https://open.spotify.com/artist/3eqjTLE0HfPfh78zjh6TqT,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",https://www.youtube.com/watch?v=i7X3uzZv900,12857,False,1,212134118
1229,Bruce Springsteen,https://open.spotify.com/artist/3eqjTLE0HfPfh78zjh6TqT,I'm On Fire,https://www.youtube.com/watch?v=lrpXArn3hII,60539714,True,1,335395734
1230,Bruce Springsteen,https://open.spotify.com/artist/3eqjTLE0HfPfh78zjh6TqT,Born in the U.S.A.,https://www.youtube.com/watch?v=EPhWR4d3FJQ,72369907,True,1,369288087
1231,Bruce Springsteen,https://open.spotify.com/artist/3eqjTLE0HfPfh78zjh6TqT,Born to Run,https://www.youtube.com/watch?v=IxuThNgl3YA,54229930,True,1,283696926
1232,Bruce Springsteen,https://open.spotify.com/artist/3eqjTLE0HfPfh78zjh6TqT,Streets of Philadelphia - Single Edit,https://www.youtube.com/watch?v=4z2DtNW79sQ,171514802,True,1,239663934
1233,Bruce Springsteen,https://open.spotify.com/artist/3eqjTLE0HfPfh78zjh6TqT,Glory Days,https://www.youtube.com/watch?v=6vQpW9XRiyM,51076065,True,1,158049565
1234,Bruce Springsteen,https://open.spotify.com/artist/3eqjTLE0HfPfh78zjh6TqT,Hungry Heart,https://www.youtube.com/watch?v=0My2AqPFpFg,10081745,True,1,167452018
1235,Bruce Springsteen,https://open.spotify.com/artist/3eqjTLE0HfPfh78zjh6TqT,The River,https://www.youtube.com/watch?v=lc6F47Z6PI4,32283167,True,1,148958827
1236,Bruce Springsteen,https://open.spotify.com/artist/3eqjTLE0HfPfh78zjh6TqT,Secret Garden,https://www.youtube.com/watch?v=_d_OdqErMsc,25696359,False,1,69059523
1237,Wham!,https://open.spotify.com/artist/5lpH0xAS4fVfLkACg9DAuM,Last Christmas,https://www.youtube.com/watch?v=E8gmARGvPlI,775896657,True,1,1138490572
1238,Wham!,https://open.spotify.com/artist/5lpH0xAS4fVfLkACg9DAuM,Wake Me Up Before You Go-Go,https://www.youtube.com/watch?v=pIgZ7gMze7A,421844651,True,1,730604626
1239,Wham!,https://open.spotify.com/artist/5lpH0xAS4fVfLkACg9DAuM,Everything She Wants,https://www.youtube.com/watch?v=Yf_Lwe6p-Cg,81866389,True,1,81173399
1240,Wham!,https://open.spotify.com/artist/5lpH0xAS4fVfLkACg9DAuM,Club Tropicana,https://www.youtube.com/watch?v=bVFM2mCPnhQ,986041,True,1,96143748
1241,Wham!,https://open.spotify.com/artist/5lpH0xAS4fVfLkACg9DAuM,I'm Your Man,https://www.youtube.com/watch?v=6W0d9xMhZbo,16778936,True,1,55345793
1242,Wham!,https://open.spotify.com/artist/5lpH0xAS4fVfLkACg9DAuM,Freedom,https://www.youtube.com/watch?v=BFwOs-jy53A,11619931,True,1,25970615
1243,Wham!,https://open.spotify.com/artist/5lpH0xAS4fVfLkACg9DAuM,The Edge of Heaven,https://www.youtube.com/watch?v=cCqEyJc-wdk,12618253,True,1,27262626
1244,Wham!,https://open.spotify.com/artist/5lpH0xAS4fVfLkACg9DAuM,Last Christmas - Single Version,https://www.youtube.com/watch?v=E8gmARGvPlI,775896657,True,1,3597930
1245,Wham!,https://open.spotify.com/artist/5lpH0xAS4fVfLkACg9DAuM,Last Christmas - Pudding Mix,https://www.youtube.com/watch?v=rdBF5seCfwg,77736029,True,1,12637949
1246,Wham!,https://open.spotify.com/artist/5lpH0xAS4fVfLkACg9DAuM,Young Guns (Go for It!),https://www.youtube.com/watch?v=doZ6wOJHu_E,3138153,True,1,10267901
1247,José José,https://open.spotify.com/artist/4mN0qcMxWX8oToqfDPM5yV,El Ultimo Adiós - Varios Artistas Version,https://www.youtube.com/watch?v=zxG1Yj1Si58,764831,False,1,169769959
1248,José José,https://open.spotify.com/artist/4mN0qcMxWX8oToqfDPM5yV,Vamos a Darnos Tiempo,https://www.youtube.com/watch?v=nXB9voBdLKI,75558357,False,1,98315353
1249,José José,https://open.spotify.com/artist/4mN0qcMxWX8oToqfDPM5yV,El Amar y el Querer,https://www.youtube.com/watch?v=RzJ3QjBsqM0,99543845,True,1,125161820
1250,José José,https://open.spotify.com/artist/4mN0qcMxWX8oToqfDPM5yV,Gavilán o Paloma,https://www.youtube.com/watch?v=s6m2USXTvCo,129280,False,1,106372938
1251,José José,https://open.spotify.com/artist/4mN0qcMxWX8oToqfDPM5yV,Almohada,https://www.youtube.com/watch?v=-I8ERJNhHAQ,98607992,False,1,89206360
1252,José José,https://open.spotify.com/artist/4mN0qcMxWX8oToqfDPM5yV,Lo Que No Fue No Será,https://www.youtube.com/watch?v=lflKe1W-6Rg,15645223,False,1,78826834
1253,José José,https://open.spotify.com/artist/4mN0qcMxWX8oToqfDPM5yV,El Triste,https://www.youtube.com/watch?v=E20G25SCAEg,130642479,True,1,177816524
1254,José José,https://open.spotify.com/artist/4mN0qcMxWX8oToqfDPM5yV,Lo Dudo,https://www.youtube.com/watch?v=9tBsobnceYo,3833463,False,1,88351137
1255,José José,https://open.spotify.com/artist/4mN0qcMxWX8oToqfDPM5yV,Si Me Dejas Ahora,https://www.youtube.com/watch?v=Fs4G8tXMb8k,2320956,False,1,82551959
1256,José José,https://open.spotify.com/artist/4mN0qcMxWX8oToqfDPM5yV,Quiero Perderme Contigo,https://www.youtube.com/watch?v=lY-mGKkiYsc,126478,False,1,0
1257,Los Tigres Del Norte,https://open.spotify.com/artist/3hYtANQYrE6pd2PbtEyTIy,El Ultimo Adiós - Varios Artistas Version,https://www.youtube.com/watch?v=zxG1Yj1Si58,764831,False,1,169769959
1258,Los Tigres Del Norte,https://open.spotify.com/artist/3hYtANQYrE6pd2PbtEyTIy,Ni Parientes Somos,https://www.youtube.com/watch?v=svSvLjcMgRU,28112674,True,1,109145113
